Index,Time,Difference,Hz,AveHz,0x6103-X,0x6103-Y,0x6103-Z,0x6817-X,0x6817-Y,0x6817-Z,
113,11.969160318374634,0.10766839981079102,9.28777618834617,9.440929605272842,1960,3391,2027,3387,2535,2056,
114,12.072824478149414,0.10366415977478027,9.646535525610684,9.442695055024483,1866,3287,2020,3460,2625,2041,
115,12.177146196365356,0.10432171821594238,9.58573168752871,9.443920451109085,1915,3238,2035,3517,2716,2034,
116,12.281664848327637,0.10451865196228027,9.567670279185096,9.444973579115002,1945,3161,2026,3550,2797,2035,
117,12.390626668930054,0.10896182060241699,9.177526536095874,9.442621678964935,1993,3061,2035,3572,2871,2031,
118,12.49587631225586,0.10524964332580566,9.50121984646018,9.443115236685442,2050,2962,2034,3590,2917,2027,
119,12.6059730052948,0.11009669303894043,9.08292494894744,9.439969445438068,2109,2855,2036,3612,2940,2029,
120,12.709875106811523,0.10390210151672363,9.624444408749946,9.441477511898535,2150,2781,2036,3600,2963,2028,
121,12.817548274993896,0.10767316818237305,9.28736487354245,9.440182896448473,2180,2721,2039,3579,2984,2029,
122,12.921940326690674,0.10439205169677734,9.579273361775211,9.441306561987844,2197,2686,2039,3554,2997,2029,
123,13.032081365585327,0.11014103889465332,9.079267909906594,9.438246781117725,2214,2664,2039,3540,3005,2029,
124,13.140819787979126,0.10873842239379883,9.19638135247609,9.436245378955118,2228,2653,2041,3518,3002,2030,
125,13.247245073318481,0.10642528533935547,9.39626327344415,9.435924172020098,2218,2651,2043,3510,2974,2030,
126,13.355481147766113,0.10823607444763184,9.239063825100502,9.434328767786493,2216,2664,2042,3504,2944,2026,
127,13.45845341682434,0.10297226905822754,9.71135247524294,9.43644830996985,2216,2686,2044,3509,2921,2026,
128,13.567105054855347,0.10865163803100586,9.203726866176012,9.434584569255017,2214,2696,2048,3518,2898,2028,
129,13.672854900360107,0.10574984550476074,9.456278590543956,9.434752357139581,2212,2703,2043,3529,2884,2027,
130,13.776881694793701,0.10402679443359375,9.612907957462413,9.436097578534564,2194,2708,2048,3537,2871,2026,
131,13.883770942687988,0.10688924789428711,9.355477933468057,9.435476898946703,2193,2727,2048,3549,2863,2028,
132,13.987441778182983,0.10367083549499512,9.645914352144645,9.437036599922653,2186,2731,2047,3557,2848,2026,
133,14.095126390457153,0.10768461227416992,9.286377866634785,9.435885590216857,2180,2721,2044,3572,2852,2026,
134,14.204702377319336,0.10957598686218262,9.126087098423612,9.433495784745054,2172,2728,2046,3569,2852,2027,
135,14.308749675750732,0.10404729843139648,9.611013597429917,9.434786620719676,2176,2724,2049,3573,2862,2026,
136,14.416568040847778,0.1078183650970459,9.2748577582299,9.433590547671178,2176,2711,2045,3568,2865,2030,
137,14.523839712142944,0.10727167129516602,9.322125663992177,9.432767278852467,2182,2707,2053,3583,2854,2028,
138,14.634896993637085,0.11105728149414062,9.004362312369045,9.429516317060463,2189,2717,2050,3590,2853,2028,
139,14.740180492401123,0.10528349876403809,9.49816459121676,9.430006645553457,2195,2704,2050,3581,2837,2027,
140,14.852128744125366,0.11194825172424316,8.932698676378196,9.42625817564205,2200,2693,2057,3569,2826,2025,
141,14.956819772720337,0.1046910285949707,9.551916849234582,9.427137729985164,2201,2699,2063,3569,2833,2024,
142,15.060642004013062,0.10382223129272461,9.631848473575191,9.428548926543945,2190,2713,2059,3568,2830,2023,
143,15.167702436447144,0.10706043243408203,9.340518969187874,9.427927571705188,2191,2717,2057,3576,2838,2019,
144,15.274453401565552,0.1067509651184082,9.367596807118321,9.42750592864035,2184,2728,2060,3573,2843,2024,
145,15.38413143157959,0.10967803001403809,9.11759629409834,9.425296491055258,2181,2739,2056,3575,2853,2026,
146,15.490962028503418,0.10683059692382812,9.360614176039993,9.424850421255927,2176,2744,2058,3572,2852,2026,
147,15.599706888198853,0.10874485969543457,9.195836960024906,9.423253978650408,2183,2751,2068,3560,2840,2022,
148,15.705440521240234,0.10573363304138184,9.457728550844573,9.423486071584108,2184,2759,2064,3561,2853,2023,
149,15.812437772750854,0.10699725151062012,9.34603446239686,9.422961983557505,2181,2764,2055,3554,2860,2019,
150,15.921849489212036,0.10941171646118164,9.13978897639168,9.421016076155825,2180,2762,2048,3560,2866,2015,
151,16.029321670532227,0.10747218132019043,9.304733445585452,9.420236433185654,2188,2759,2055,3569,2865,2017,
152,16.13867712020874,0.10935544967651367,9.144491682473237,9.418367990624624,2184,2751,2064,3571,2861,2013,
153,16.247745990753174,0.1090688705444336,9.16851889093882,9.41669078819145,2172,2757,2060,3581,2872,2019,
154,16.355976581573486,0.1082305908203125,9.239531932891584,9.415518494535824,2167,2756,2047,3573,2864,2017,
155,16.465240478515625,0.10926389694213867,9.1521538951659,9.41377079807908,2150,2758,2063,3578,2875,2017,
156,16.57035732269287,0.1051168441772461,9.513223192981501,9.414401691046228,2140,2770,2070,3565,2860,2022,
157,16.68224000930786,0.11188268661499023,8.937933385897244,9.411206163704742,2144,2783,2051,3569,2858,2014,
158,16.787190198898315,0.1049501895904541,9.52832961905346,9.411938396359444,2148,2801,2070,3573,2868,2006,
159,16.892632961273193,0.10544276237487793,9.48381830556303,9.4123870662739,2144,2818,2063,3577,2854,2009,
160,17.00170063972473,0.10906767845153809,9.168619101435526,9.410823269417977,2156,2828,2042,3592,2844,2018,
161,17.107250690460205,0.10555005073547363,9.474178297707976,9.411214163698498,2159,2829,2053,3584,2837,2020,
162,17.213629722595215,0.10637903213500977,9.400348733487828,9.411147016096965,2169,2844,2047,3572,2818,2001,
163,17.316990852355957,0.10336112976074219,9.674816851506709,9.412720800613233,2174,2843,2063,3564,2816,2011,
164,17.42068362236023,0.10369277000427246,9.643873916752314,9.414096688461676,2180,2834,2072,3555,2816,2013,
165,17.52354598045349,0.10286235809326172,9.721729294727375,9.415902476818792,2177,2839,2061,3548,2809,2008,
166,17.627320766448975,0.1037747859954834,9.636252105049131,9.417199709439492,2174,2833,2058,3552,2812,2013,
167,17.73713254928589,0.10981178283691406,9.106490889826828,9.415276090200022,2155,2827,2057,3556,2804,2011,
