Index,Time,Difference,Hz,AveHz,Position-X,Position-Y,Position-Z,Velocity-X,Velocity-Y,Velocity-Z
0,0.0,0.0,0,0,2012,821,1050,nan,nan,nan,
1,0.05446505546569824,0.05446505546569824,18.360396247641642,18.360396247641642,1345,768,927,nan,nan,nan,
2,0.10894918441772461,0.05448412895202637,18.3539687471283,18.357181934761012,915,799,923,nan,nan,nan,
3,0.1602015495300293,0.05125236511230469,19.511294704328087,18.72641062961541,661,829,961,nan,nan,nan,
4,0.2121579647064209,0.0519564151763916,19.246901400048642,18.853876193312395,533,827,990,nan,nan,nan,
5,0.26470112800598145,0.05254316329956055,19.031971758129067,18.88922815579016,495,844,1019,nan,nan,nan,
6,0.31893324851989746,0.054232120513916016,18.439256855969685,18.812714032935563,504,858,1065,nan,nan,nan,
7,0.371781587600708,0.05284833908081055,18.922070539830912,18.828258938734677,530,873,1091,nan,nan,nan,
8,0.42627644538879395,0.05449485778808594,18.35035525532883,18.76716409395654,574,892,1130,nan,nan,nan,
9,0.4807898998260498,0.05451345443725586,18.3440952389283,18.719195231131536,623,916,1189,nan,nan,nan,
10,0.5361683368682861,0.05537843704223633,18.05756993895141,18.650858904517104,663,923,1225,nan,nan,nan,
11,0.591890811920166,0.05572247505187988,17.946080088311934,18.58450879532098,676,941,1251,-1244.82310713,321.904929048,602.873971165,
12,0.6466617584228516,0.05477094650268555,18.257855009881336,18.556841878615018,709,940,1246,-383.104301366,262.221876178,600.692666705,
13,0.7011666297912598,0.0545048713684082,18.346983946459034,18.54052866701622,744,937,1240,153.429496706,199.643200533,515.744934711,
14,0.7543914318084717,0.053224802017211914,18.788233344233362,18.558005048438016,759,936,1249,416.79463499,201.0204213,477.654028594,
15,0.8074073791503906,0.053015947341918945,18.862249005014277,18.57798230155393,764,929,1254,495.664089796,156.622481906,433.015097034,
16,0.8610219955444336,0.05361461639404297,18.651630231772177,18.582568253535758,760,929,1270,472.247397507,130.974864152,378.166861285,
17,0.915154218673706,0.05413222312927246,18.47328526692711,18.576104063244525,761,909,1264,425.122626334,66.2528768313,318.381880328,
18,0.9677650928497314,0.05261087417602539,19.00747736397995,18.599554926078458,750,918,1258,325.029898273,48.0157804266,236.385380562,
19,1.022273302078247,0.054508209228515625,18.34586045209602,18.586027788629167,758,918,1237,249.315121089,3.69355734946,88.6453763871,
20,1.0773465633392334,0.05507326126098633,18.15763179996017,18.564128462070776,753,921,1235,166.303808242,-3.69564018317,18.4782009158,
21,1.1296532154083252,0.0523066520690918,19.118027257395507,18.589775794520556,750,918,1220,137.607239777,-42.7698177686,-57.6462761229,
22,1.182997703552246,0.0533444881439209,18.746079206947257,18.596823927839846,753,920,1223,82.0381337473,-37.2900607942,-42.8835699134,
23,1.236525535583496,0.05352783203125,18.68187001140251,18.60050547936859,750,901,1230,11.2074347416,-67.2446084496,-18.6790579027,
24,1.2900104522705078,0.05348491668701172,18.696860011055044,18.604500419169735,742,905,1219,-31.7389774272,-57.8769588378,-56.0099601656,
25,1.3420357704162598,0.05202531814575195,19.22141056780166,18.628415539360578,738,880,1199,-48.6319103601,-91.6524464479,-102.875194992,
26,1.3936588764190674,0.05162310600280762,19.371170730130288,18.655928247524688,734,879,1197,-48.8137433467,-93.872583359,-137.053971704,
27,1.4461402893066406,0.05248141288757324,19.054365059534895,18.67038778993239,747,875,1203,-26.3660400419,-64.0318115303,-114.88060304,
28,1.4983675479888916,0.05222725868225098,19.14708957029449,18.687003757910794,752,875,1211,3.76930031256,-81.03995672,-88.5785573451,
29,1.5507726669311523,0.05240511894226074,19.08210533978153,18.700355389541745,762,881,1223,7.56859944593,-70.0095448749,-26.4900980608,
30,1.6037611961364746,0.052988529205322266,18.872008998875142,18.706026852545882,755,899,1231,3.7992864852,-41.7921513372,-7.59857297041,
31,1.6630220413208008,0.05926084518432617,16.874548395143186,18.64076315872474,759,909,1234,16.8738770673,-16.8738770673,26.2482532159,
32,1.7177531719207764,0.054731130599975586,18.27113726754342,18.628986121572918,766,903,1220,24.3101768359,-31.7902312469,-5.61004080828,
33,1.7757704257965088,0.05801725387573242,17.236251859522813,18.583483270478553,774,896,1179,44.5066804259,-9.27222508873,-94.576695905,
34,1.8275070190429688,0.05173659324645996,19.328678934004305,18.604579706514706,820,826,1120,145.117205991,-146.977682991,-184.187222989,
35,1.878267526626587,0.050760507583618164,19.70035461825697,18.63419321466992,807,837,1134,128.675706354,-80.1892083078,-121.216245116,
36,1.9307453632354736,0.05247783660888672,19.055663583331818,18.645648818067077,813,856,1203,147.089904399,-42.823643053,11.1713851443,
37,1.9846882820129395,0.05394291877746582,18.538114411742608,18.642726082139873,825,883,1314,144.833888635,14.8547578087,206.109764595,
38,2.0376181602478027,0.05292987823486328,18.892920848273004,18.64922522842978,883,876,1247,242.929719544,1.85442534003,66.7593122411,
39,2.089425563812256,0.051807403564453125,19.302260511008026,18.665417268487257,894,891,1092,245.055769243,18.5648310032,-243.199286142,
40,2.1437530517578125,0.05432748794555664,18.406888258888998,18.65886556625597,918,889,1175,301.856404505,-18.5187978224,-103.705267806,
41,2.1974246501922607,0.05367159843444824,18.631828176709682,18.65820518415171,966,875,1201,387.348408417,-63.6224438945,-61.7511955447,
42,2.250497341156006,0.05307269096374512,18.842082092334785,18.66254148890751,1024,852,1278,484.284981233,-95.7307521042,108.870267099,
43,2.3080577850341797,0.05756044387817383,17.373041843049215,18.630382774131117,1166,873,1206,736.444315644,-43.2097430098,50.7244809245,
