Index,Time,Difference,Hz,AveHz,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
160,1.9719600677490234,0.012783050537109375,78.22858848105044,81.13754564139765,363,321.3272864735175,838.4942926990793,
161,1.9851460456848145,0.013185977935791016,75.83813691100423,81.10234526571567,415,340.06182917881404,954.9539970891301,
162,1.9971489906311035,0.012002944946289062,83.31288733513428,81.11563071156131,429,357.84946334305124,1060.35102988804,
163,2.0081541538238525,0.011005163192749023,90.86643991420958,81.16906746905931,438,373.879570674441,1139.6005808396442,
164,2.0221831798553467,0.01402902603149414,71.28078583324836,81.10046687844147,457,390.5036565395528,1148.6760455166284,
165,2.0341591835021973,0.011976003646850586,83.50030857438634,81.11459581836692,504,413.20292523164227,1298.020024453778,
166,2.047013998031616,0.012854814529418945,77.79186527440325,81.09372977401404,541,438.7623401853138,1436.0789324767393,
167,2.059108018875122,0.01209402084350586,82.68548673264203,81.10307884247426,527,456.4098721482511,1440.7020999784572,
168,2.071092128753662,0.011984109878540039,83.44382771312046,81.11662328662256,597,484.5278977186009,1621.8168162478428,
169,2.0830960273742676,0.012003898620605469,83.30626837212998,81.12924117714519,602,508.02231817488075,1688.899952153976,
170,2.0953550338745117,0.01225900650024414,81.57267882842584,81.13183553703247,644,535.2178545399047,1794.8025124173557,
171,2.1078569889068604,0.012501955032348633,79.9874897496043,81.12504828360343,644,556.9742836319238,1783.890439731058,
172,2.119856119155884,0.011999130249023438,83.33937370847242,81.13758214330582,662,577.9794269055391,1777.223448800813,
173,2.1318600177764893,0.012003898620605469,83.30626837212998,81.14979339986752,728,607.9835415244313,1921.6849239825674,
174,2.143864154815674,0.01200413703918457,83.30461379570598,81.16185888417928,733,632.986833219545,1953.92585084262,
175,2.1548659801483154,0.011001825332641602,90.8940080182035,81.2115470809721,878,681.989466575636,2453.9498305104203,
176,2.166889190673828,0.012023210525512695,83.17246029070574,81.22242741229884,915,728.5915732605089,2738.3622379505005,
177,2.179126024246216,0.012236833572387695,81.7204870920604,81.22522425531874,938,770.4732586084071,2875.2081357337315,
