Index,Time,Difference,Hz,AveHz,0x6103 Linear-Acceleration-X,0x6103 Linear-Acceleration-Y,0x6103 Linear-Acceleration-Z,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,0.0,0.0,0,0,-3.0,12.0,15.0,1504,1489.5,,
1,0.023868083953857422,0.023868083953857422,41.896953351313556,41.896953351313556,-7.0,16.0,-33.0,1433,1461.25,-591.7944660873039,
2,0.055744171142578125,0.0318760871887207,31.37147900492154,35.878190652159034,-5.0,20.0,-54.0,1415,1438.125,-658.6299590380572,
3,0.08463120460510254,0.028887033462524414,34.617607976163946,35.44791798720452,-8.0,27.0,-104.0,1438,1438.0625,-330.39677976828375,
4,0.11812996864318848,0.03349876403808594,29.851847634231053,33.86100958074406,-10.0,28.0,-117.0,,1438.0625,-330.39677976828375,
5,0.14166617393493652,0.023536205291748047,42.48773273364533,35.2942404041798,-11.0,31.0,-151.0,1382,1410.03125,-760.6905189791397,
6,0.1676170825958252,0.025950908660888672,38.53429616154934,35.79587418585366,-10.0,34.0,-171.0,1369,1389.515625,-775.6228443342127,
7,0.1936478614807129,0.026030778884887695,38.416061402625,36.14808832111576,-11.0,39.0,-196.0,1350,1369.7578125,-767.3200912578823,
8,0.22290420532226562,0.029256343841552734,34.18062097628555,35.889856759023154,-11.0,37.0,-219.0,1284,1326.87890625,-1116.473866833407,
9,0.24746012687683105,0.02455592155456543,40.72337492111267,36.369495617690326,-8.0,40.0,-213.0,1350,1338.439453125,-322.84469107484233,
10,0.2735292911529541,0.026069164276123047,38.35949589361819,36.55915590556672,-12.0,40.0,-227.0,1350,1344.2197265625,-50.55815794253539,
11,0.29923105239868164,0.02570176124572754,38.90783944490311,36.76089066232373,-8.0,39.0,-218.0,1364,1354.10986328125,167.12284679936522,
12,0.32603907585144043,0.02680802345275879,37.30226518796525,36.80540428677879,-7.0,39.0,-208.0,,1354.10986328125,167.12284679936522,
13,0.34835219383239746,0.02231311798095703,44.8166858999017,37.31855355059048,-16.0,38.0,-199.0,1369,1361.554931640625,250.39306848238553,
14,0.3784620761871338,0.030109882354736328,33.211687386174674,36.99181735999773,-8.0,37.0,-190.0,1327,1344.2774658203125,-161.71036258357566,
15,0.4077482223510742,0.02928614616394043,34.145837912647046,36.787407468045046,-8.0,35.0,-171.0,1369,1356.6387329101562,130.18772993058366,
16,0.4335770606994629,0.025828838348388672,38.7164140528366,36.90232129483095,-4.0,28.0,-135.0,1382,1369.3193664550781,310.56819435403406,
17,0.46133995056152344,0.027762889862060547,36.01930508561909,36.849182428940566,-4.0,26.0,-106.0,1386,1377.659683227539,305.49030434600525,
18,0.48797011375427246,0.026630163192749023,37.55140337526299,36.887504977536956,-5.0,22.0,-74.0,1433,1405.3298416137695,672.2717916823808,
19,0.5131940841674805,0.025223970413208008,39.6448292484664,37.02303005075048,-5.0,19.0,-51.0,1447,1426.1649208068848,749.1374743358547,
20,0.5384740829467773,0.025279998779296875,39.55696393541572,37.14199184954422,-4.0,12.0,-18.0,1447,1436.5824604034424,580.6118562263248,
21,0.5647592544555664,0.026285171508789062,38.04426384152094,37.18398562630764,0.0,13.0,19.0,1419,1427.7912302017212,123.07798747024825,
22,0.5918190479278564,0.02705979347229004,36.955197053666616,37.173524706629294,-5.0,9.0,26.0,1433,1430.3956151008606,109.6617723107693,
23,0.6179699897766113,0.026150941848754883,38.23954050234763,37.21863582455553,-1.0,5.0,75.0,1466,1448.1978075504303,395.2047157583385,
24,0.6455099582672119,0.027539968490600586,36.31086216897092,37.17990666546012,0.0,-2.0,120.0,1410,1429.0989037752151,-149.14647340096857,
25,0.6719481945037842,0.026438236236572266,37.824005771485254,37.20524916130154,2.0,-5.0,142.0,1490,1459.5494518876076,501.30761707352593,
26,0.695885181427002,0.023936986923217773,41.77635235410711,37.36248549894921,3.0,-6.0,156.0,1490,1474.7747259438038,568.6820153665122,
27,0.7215309143066406,0.025645732879638672,38.99284160422438,37.420434058526524,7.0,-10.0,186.0,1475,1474.887362971902,286.53702658095614,
28,0.7457449436187744,0.02421402931213379,41.29837240673093,37.54634910982867,3.0,-11.0,190.0,1461,1467.943681485951,-0.11285864978444238,
29,0.77199387550354,0.026248931884765625,38.09678825752071,37.56506485376517,5.0,-17.0,216.0,1447,1457.4718407429755,-199.5281790506997,
30,0.7971432209014893,0.02514934539794922,39.76246634560692,37.63439142852272,6.0,-16.0,223.0,1438,1447.7359203714877,-293.3261925827448,
31,0.8223741054534912,0.025230884552001953,39.63396518813902,37.6957394383245,8.0,-16.0,223.0,1372,1409.8679601857439,-897.0918041651759,
32,0.8509058952331543,0.028531789779663086,35.048624980153924,37.60697884368491,8.0,-17.0,228.0,1391,1400.433980092872,-613.869917255241,
33,0.8962099552154541,0.045304059982299805,22.073076902836032,36.82172889059976,9.0,-16.0,214.0,1490,1445.216990046436,187.31445269512466,
34,0.9239380359649658,0.02772808074951172,36.06452278589854,36.79900456148038,10.0,-16.0,205.0,1480,1462.608495023218,407.26539010567376,
35,0.9506309032440186,0.026692867279052734,37.4631915539756,36.817654339410645,10.0,-14.0,179.0,1419,1440.804247511609,-204.79565555601482,
36,0.979572057723999,0.02894115447998047,34.552871783042804,36.750742036930625,9.0,-11.0,144.0,1429,1434.9021237558045,-204.36549046898932,
37,1.005526065826416,0.025954008102416992,38.52969437529281,36.79665923885389,13.0,-7.0,122.0,1475,1454.9510618779022,284.05698396229707,
38,1.030601978302002,0.025075912475585938,39.87890773560508,36.87165443113936,8.0,-5.0,95.0,1461,1457.9755309389511,202.33475329852865,
