Index,Time,Difference,Hz,AveHz,Position-X,Position-Y,Position-Z
0,0.0,0.0,0,0,117,2932,753,
1,0.06200599670410156,0.06200599670410156,16.127472392260604,16.127472392260604,311,2857,705,
2,0.12101197242736816,0.0590059757232666,16.947436047662723,16.52729031584381,422,2813,737,
3,0.18101811408996582,0.060006141662597656,16.664960823890276,16.57292705253245,490,2795,726,
4,0.24002385139465332,0.0590057373046875,16.947504525471942,16.665010484408477,523,2787,757,
5,0.302030086517334,0.062006235122680664,16.127410380931508,16.554642147258537,530,2812,673,
6,0.36003589630126953,0.05800580978393555,17.239652436969262,16.665004966558506,519,2789,867,
7,0.418041467666626,0.058005571365356445,17.239723296601216,16.744750321234317,546,2903,488,
8,0.4790477752685547,0.06100630760192871,16.391747661980858,16.699795746917292,480,2738,1062,
9,0.5380535125732422,0.0590057373046875,16.947504525471942,16.726960775625233,584,3032,316,
10,0.5950593948364258,0.057005882263183594,17.542049351735674,16.80504515477631,501,2859,729,
11,0.6550652980804443,0.060005903244018555,16.665027037980316,16.792219084469288,473,2838,746,
12,0.717071533203125,0.062006235122680664,16.127410380931508,16.73473209345874,454,2823,748,
13,0.7760775089263916,0.0590059757232666,16.947436047662723,16.75090419510277,452,2847,704,
14,0.8370835781097412,0.06100606918334961,16.391811722774136,16.724733785381474,440,2832,758,
15,0.8970894813537598,0.060005903244018555,16.665027037980316,16.720740028479806,431,2855,698,
16,0.9560954570770264,0.0590059757232666,16.947436047662723,16.734730702429207,428,2831,790,
17,1.015101432800293,0.0590059757232666,16.947436047662723,16.747094872187528,455,2889,629,
18,1.0811078548431396,0.06600642204284668,15.150040996781662,16.649587660808976,427,2811,910,
19,1.1391136646270752,0.05800580978393555,17.239652436969262,16.679634868764612,467,2950,430,
20,1.202120065689087,0.06300640106201172,15.871403272435558,16.637273239870158,413,2763,1051,
21,1.2651262283325195,0.06300616264343262,15.871463330646657,16.599134165196094,453,2897,566,
22,1.3321330547332764,0.06700682640075684,14.923852594050105,16.514866830929968,427,2832,745,
23,1.392138957977295,0.060005903244018555,16.665027037980316,16.521339244336495,431,2854,731,
24,1.4551453590393066,0.06300640106201172,15.871403272435558,16.493197638925164,436,2843,786,
25,1.5201518535614014,0.06500649452209473,15.38307837319416,16.44572543290999,446,2865,691,
26,1.580157995223999,0.060006141662597656,16.664960823890276,16.454050847183993,445,2841,833,
27,1.6451644897460938,0.06500649452209473,15.38307837319416,16.411732789203977,463,2892,652,
28,1.7031702995300293,0.05800580978393555,17.239652436969262,16.439929705048453,451,2818,913,
29,1.7631762027740479,0.060005903244018555,16.665027037980316,16.44759040779566,492,2937,498,
30,1.8211820125579834,0.05800580978393555,17.239652436969262,16.472818089095227,445,2778,1029,
31,1.883188247680664,0.062006235122680664,16.127410380931508,16.461445125403486,475,2889,606,
32,1.9431941509246826,0.060005903244018555,16.665027037980316,16.467731741973687,455,2823,809,
33,2.0042004585266113,0.06100630760192871,16.391747661980858,16.46541884550808,470,2841,739,
34,2.065206527709961,0.06100606918334961,16.391811722774136,16.463244495794555,456,2836,816,
35,2.1242122650146484,0.0590057373046875,16.947504525471942,16.476696127050488,464,2858,738,
36,2.186218500137329,0.062006235122680664,16.127410380931508,16.46678957192002,474,2853,797,
37,2.2452244758605957,0.0590059757232666,16.947436047662723,16.479421277383803,484,2899,621,
38,2.3042304515838623,0.0590059757232666,16.947436047662723,16.49140604572771,461,2833,928,
39,2.3632359504699707,0.0590054988861084,16.947573003834545,16.50279566551286,510,2971,550,
40,2.4212419986724854,0.05800604820251465,17.23958157791981,16.52044695322943,481,2872,982,
41,2.484248161315918,0.06300616264343262,15.871463330646657,16.503987257972693,448,2990,686,
42,2.5442540645599365,0.060005903244018555,16.665027037980316,16.507785360368274,418,2994,772,
43,2.602260112762451,0.05800604820251465,17.23958157791981,16.524097567768884,469,2951,725,
44,2.6602659225463867,0.05800580978393555,17.239652436969262,16.539699895070463,540,2885,658,
45,2.7212719917297363,0.06100606918334961,16.391811722774136,16.536384505760637,596,2840,553,
46,2.780277967453003,0.0590059757232666,16.947436047662723,16.545108272803507,638,2745,710,
47,2.8382837772369385,0.05800580978393555,17.239652436969262,16.559302623980177,732,2820,290,
48,2.897289752960205,0.0590059757232666,16.947436047662723,16.56720731882535,767,2489,1144,
49,2.9582958221435547,0.06100606918334961,16.391811722774136,16.563590305345137,925,2695,345,
50,3.0163016319274902,0.05800580978393555,17.239652436969262,16.576591502239378,990,2616,455,
51,3.07730770111084,0.06100606918334961,16.391811722774136,16.572928336542404,1115,2567,591,
52,3.1373133659362793,0.06000566482543945,16.66509325259653,16.57469112413049,1279,2563,608,
53,3.195319175720215,0.05800580978393555,17.239652436969262,16.586762412569932,1447,2520,670,
54,3.2583258152008057,0.06300663948059082,15.871343214678982,16.572928265208514,1612,2522,678,
55,3.317331552505493,0.0590057373046875,16.947504525471942,16.57959089390988,1767,2550,756,
56,3.3773374557495117,0.060005903244018555,16.665027037980316,16.581108856820546,1923,2572,859,
57,3.4333431720733643,0.05600571632385254,17.855320235840022,16.601894172314335,2105,2640,595,
58,3.494349241256714,0.06100606918334961,16.391811722774136,16.59822644949501,2264,2613,494,
59,3.5553553104400635,0.06100606918334961,16.391811722774136,16.594684595024987,2424,2500,828,
60,3.616361379623413,0.06100606918334961,16.391811722774136,16.591262238910442,2624,2584,545,
61,3.6763675212860107,0.060006141662597656,16.664960823890276,16.592465156656022,2783,2463,993,
62,3.7353732585906982,0.0590057373046875,16.947504525471942,16.598073527835794,3026,2583,625,
