Index,Time,Difference,Hz,AveHz,0x6103 Pressure,0x6103 Acceleration-X,0x6103 Acceleration-Y,0x6103 Acceleration-Z,0x6103 Magnetic-X,0x6103 Magnetic-Y,0x6103 Magnetic-Z,0x6103 Angular-Vel-X,0x6103 Angular-Vel-Y,0x6103 Angular-Vel-Z,0x6103 Heading,0x6103 Roll,0x6103 Pitch,0x6103 Linear-Acceleration-X,0x6103 Linear-Acceleration-Y,0x6103 Linear-Acceleration-Z,0x6103 Gravity-X,0x6103 Gravity-Y,0x6103 Gravity-Z,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,0.0,0.0,0,0,101121.75,-558.0,-784.0,-155.0,7.75,52.875,-1.75,101.3125,5.8125,-3.3125,80.0,-34.6875,98.625,26.0,95.0,-19.0,-558.0,-796.0,-121.0,2460,2439.0,,
1,0.03849315643310547,0.03849315643310547,25.978643807447416,25.978643807447416,101121.75,-522.0,-643.0,-112.0,7.75,53.25,-5.0,57.25,19.1875,-11.25,82.125,-34.375,96.8125,31.0,159.0,-16.0,-554.0,-803.0,-96.0,2493,2466.0,350.7116914005401,
2,0.07507824897766113,0.036585092544555664,27.333537527126275,26.638873804783092,101121.75,-578.0,-920.0,-67.0,7.75,53.25,-5.0,76.0625,21.375,-21.4375,84.9375,-33.625,95.125,-44.0,-80.0,12.0,-543.0,-812.0,-73.0,2488,2477.0,325.6903020994646,
3,0.1137082576751709,0.038630008697509766,25.886610790860725,26.38330813730403,101120.5,-534.0,-638.0,-59.0,7.5,52.1875,-7.75,68.0,23.6875,-24.5625,88.5625,-32.625,92.3125,20.0,225.0,-1.0,-529.0,-824.0,-33.0,2493,2485.0,266.3915942131752,
4,0.15223932266235352,0.03853106498718262,25.953084876648248,26.2744206296258,101120.5,-486.0,-934.0,-23.0,6.25,53.6875,-11.0625,31.1875,28.3125,-15.0,90.875,-31.875,91.8125,52.0,-168.0,-10.0,-518.0,-832.0,-27.0,2460,2472.5,-29.010983372463954,
5,0.19042015075683594,0.03818082809448242,26.191155349627206,26.257725246656985,101120.5,-523.0,-935.0,-13.0,5.5625,52.5625,-11.75,54.375,20.6875,-8.5,92.4375,-31.5625,90.8125,-10.0,-100.0,-1.0,-513.0,-835.0,-12.0,2469,2470.75,-37.42275261715578,
6,0.22647929191589355,0.03605914115905762,27.732219011788974,26.492488338528492,101120.5,-494.0,-894.0,85.0,5.5625,52.5625,-11.75,115.3125,1.0625,-2.8125,94.875,-31.3125,87.0625,16.0,-57.0,42.0,-510.0,-836.0,42.0,2460,2465.375,-93.24171490276075,
7,0.26708507537841797,0.040605783462524414,24.62703375549723,26.2088774151161,101120.5,-611.0,-1112.0,0.0,6.0,51.375,-16.25,118.1875,-2.5,5.375,97.125,-31.5,82.3125,-99.0,-283.0,-110.0,-512.0,-828.0,111.0,2516,2490.6875,265.0650385166315,
8,0.3040499687194824,0.03696489334106445,27.052695398666167,26.31146463751433,101120.5,-559.0,-917.0,126.0,4.75,49.25,-20.25,162.25,-0.5625,15.6875,99.375,-32.0,76.0625,-15.0,24.0,83.0,-520.0,-806.0,199.0,2549,2519.84375,526.910094366996,
9,0.34023618698120117,0.03618621826171875,27.6348302761965,26.452212740372826,101120.5,-549.0,-887.0,371.0,5.5625,45.5,-26.0,105.875,10.875,27.5625,100.4375,-32.8125,72.75,-23.0,-6.0,142.0,-531.0,-787.0,244.0,2554,2536.921875,499.43059008883216,
10,0.3824043273925781,0.04216814041137695,23.714586183890628,26.150331687365952,101120.5,-499.0,-957.0,431.0,6.6875,42.875,-30.1875,108.375,18.0625,35.125,101.5625,-34.5,67.8125,56.0,-209.0,126.0,-555.0,-748.0,304.0,2502,2519.4609375,42.675841446777184,
11,0.42998218536376953,0.047577857971191406,21.018180360400088,25.58245521426401,101120.5,-362.0,-815.0,412.0,6.6875,42.875,-30.1875,147.875,22.3125,36.875,102.875,-36.125,62.625,216.0,-111.0,48.0,-578.0,-703.0,363.0,2324,2421.73046875,-1005.7203887235837,
12,0.4663879871368408,0.03640580177307129,27.468149341506383,25.729650700628216,101126.0,-539.0,-770.0,447.0,7.0625,38.75,-35.0,170.875,28.1875,34.5,104.3125,-37.375,58.0625,17.0,-27.0,39.0,-601.0,-645.0,428.0,2361,2391.365234375,-919.8985906629634,
13,0.5074062347412109,0.04101824760437012,24.379393523712096,25.620497167580734,101126.0,-617.0,-255.0,665.0,9.25,33.25,-38.6875,130.5,46.0,24.9375,107.125,-39.6875,50.8125,26.0,365.0,169.0,-632.0,-574.0,480.0,2418,2404.6826171875,-297.61443718555313,
14,0.5461950302124023,0.038788795471191406,25.780640719887888,25.63186998343015,101126.0,-555.0,-927.0,359.0,12.25,28.0,-42.75,64.5,52.9375,10.5625,108.875,-41.4375,49.0,93.0,-372.0,-122.0,-649.0,-554.0,481.0,2366,2385.34130859375,-398.12288254675093,
15,0.5848891735076904,0.038694143295288086,25.843704365507254,25.645884176727325,101126.0,-927.0,-631.0,371.0,12.25,28.0,-42.75,159.5625,42.125,3.0,110.9375,-42.4375,45.9375,-264.0,-111.0,-131.0,-662.0,-519.0,503.0,2380,2382.670654296875,-233.57124132883004,
16,0.6184682846069336,0.033579111099243164,29.780419054110663,25.87036457361556,101126.0,-573.0,-331.0,288.0,13.375,24.25,-44.375,131.625,34.75,10.5625,113.8125,-43.625,41.9375,104.0,131.0,-248.0,-677.0,-463.0,536.0,2516,2449.3353271484375,875.8653261479479,
17,0.6530680656433105,0.03459978103637695,28.90191700775899,26.03097731207236,101126.0,-514.0,-446.0,545.0,15.6875,17.1875,-45.1875,35.3125,39.375,1.5,114.8125,-45.0625,39.8125,145.0,32.0,-52.0,-690.0,-447.0,533.0,2479,2464.1676635742188,652.2741412785191,
18,0.6946761608123779,0.04160809516906738,24.03378467427242,25.911354117795245,101126.0,-465.0,-294.0,364.0,18.0,14.1875,-46.5625,99.375,13.75,-15.0625,117.0,-45.5,37.25,233.0,121.0,-182.0,-699.0,-416.0,546.0,3678,3071.0838317871094,7619.383321720817,
19,0.7406301498413086,0.045953989028930664,21.76089652131054,25.65383005818902,101126.0,-669.0,-347.0,383.0,17.5625,11.5625,-45.75,61.5625,-0.5625,-22.6875,120.125,-45.0625,33.9375,25.0,38.0,-190.0,-694.0,-386.0,574.0,2526,2798.5419158935547,844.3134461207264,
