Index,Time,Difference,Hz,AveHz,0x6817-X,0x6817-Y,0x6817-Z,0x6103-X,0x6103-Y,0x6103-Z,
0,0.0,0.0,0,0,5713,380,321,4416,-970,-339,
1,0.1287670135498047,0.1287670135498047,7.765964065115314,7.765964065115314,5809,1015,224,4388,-673,-133,
2,0.26854729652404785,0.13978028297424316,7.154084815984144,7.447477691591299,5851,1475,204,4331,-447,-12,
3,0.39540958404541016,0.1268622875213623,7.882563207222716,7.587069512345128,5892,1783,249,4338,-281,150,
4,0.5230956077575684,0.1276860237121582,7.8317107145124485,7.646785674892959,5946,1975,386,4268,-189,243,
5,0.6525633335113525,0.12946772575378418,7.723932695795973,7.662091544579582,5988,2051,468,4168,-82,311,
6,0.7854413986206055,0.13287806510925293,7.525696578873237,7.639016749737432,6000,2051,513,4146,62,436,
7,0.9133000373840332,0.12785863876342773,7.821137544333349,7.664512989674359,6005,1984,547,4115,156,446,
8,1.040637731552124,0.12733769416809082,7.853134191985291,7.687593633634542,5998,1935,575,4068,250,451,
9,1.1654696464538574,0.1248319149017334,8.010771931097839,7.722208834339061,5983,1859,588,4013,388,495,
10,1.2994773387908936,0.13400769233703613,7.4622581924994975,7.695401606083073,5965,1776,543,3903,485,494,
11,1.4318416118621826,0.13236427307128906,7.5549087136331545,7.682413968744729,5961,1748,525,3765,627,504,
12,1.5683987140655518,0.13655710220336914,7.322943910385116,7.651115684030366,5953,1724,507,3771,897,522,
13,1.70778226852417,0.13938355445861816,7.174447544289681,7.612211603083531,5936,1691,470,3635,1147,534,
14,1.8463597297668457,0.13857746124267578,7.216180690803736,7.582487732099686,5921,1676,446,3479,1346,600,
15,1.9858479499816895,0.13948822021484375,7.169064157960947,7.553448389710958,5914,1657,406,3280,1495,532,
16,2.1236462593078613,0.13779830932617188,7.256983085568751,7.534211467598525,5913,1650,390,3061,1682,499,
17,2.2708964347839355,0.14725017547607422,6.791163384131138,7.486030511830657,5909,1640,381,2932,1858,448,
18,2.407205581665039,0.13630914688110352,7.336264828010816,7.4775499596297825,5901,1637,360,2822,2050,448,
19,2.5416717529296875,0.13446617126464844,7.436814706591583,7.475394876659203,5905,1638,362,2660,2133,266,
20,2.6820549964904785,0.14038324356079102,7.123357279937501,7.456968640154804,5908,1638,361,2574,2339,252,
21,2.821542978286743,0.13948798179626465,7.169076411619421,7.442736177193132,5912,1645,389,2473,2526,194,
22,2.9578733444213867,0.13633036613464355,7.335122968953028,7.43777621225482,5905,1633,404,2366,2808,262,
23,3.0922460556030273,0.13437271118164062,7.441987224982257,7.437959200667396,5902,1631,397,2283,3125,361,
24,3.239659070968628,0.14741301536560059,6.78366152079509,7.408186933949263,5903,1640,414,2165,3283,410,
25,3.385350227355957,0.1456911563873291,6.863834599139547,7.38476031164599,5900,1641,426,2120,3569,555,
26,3.523472309112549,0.1381220817565918,7.239971967424213,7.37908452771368,5920,1651,460,2090,3820,628,
27,3.671806573867798,0.14833426475524902,6.741530701958824,7.353328520123763,5925,1653,468,2069,4058,775,
28,3.8060293197631836,0.13422274589538574,7.450302058187722,7.356748371487112,5940,1660,474,2044,4237,743,
29,3.957491159439087,0.15146183967590332,6.602323081112648,7.327874866083163,5956,1660,456,2054,4398,757,
30,4.102681398391724,0.14519023895263672,6.887515353743686,7.31229093532834,5963,1672,460,2083,4559,742,
31,4.246938467025757,0.1442570686340332,6.9320693222798475,7.299375830540375,5967,1677,467,2127,4700,698,
32,4.390319585800171,0.14338111877441406,6.974419006824259,7.28876323798823,5980,1684,466,2162,4827,621,
33,4.538197755813599,0.14787817001342773,6.762323336224659,7.271609078235029,5985,1668,459,2263,4921,596,
34,4.682446718215942,0.14424896240234375,6.932458877664357,7.261161107873606,5992,1673,465,2378,4965,593,
35,4.831770420074463,0.1493237018585205,6.69686049537848,7.243721650057333,6000,1686,471,2445,4990,500,
36,4.977222442626953,0.14545202255249023,6.875119248610815,7.232949785744231,6027,1720,454,2459,4976,470,
37,5.120655298233032,0.1434328556060791,6.971903304682007,7.225637705542779,6075,1771,447,2422,4952,451,
38,5.258920431137085,0.13826513290405273,7.232481385556088,7.225817636450459,6142,1830,431,2350,4938,435,
39,5.407817363739014,0.1488969326019287,6.716055075986479,7.211782014220067,6205,1901,427,2242,4911,462,
40,5.555935382843018,0.1481180191040039,6.751373033809147,7.199507777488167,6269,1980,391,2123,4835,675,
41,5.7122642993927,0.15632891654968262,6.396769209886974,7.177539037253392,6314,2075,331,1998,4715,828,
42,5.871037483215332,0.15877318382263184,6.29829279683096,7.153761174251315,6351,2193,308,1878,4593,956,
43,6.022589683532715,0.1515522003173828,6.598386548699296,7.139785749903051,6360,2308,265,1744,4444,996,
44,6.174688339233398,0.1520986557006836,6.574680067967922,7.125865725145684,6385,2437,232,1622,4281,1023,
