Index,Time,Difference,Hz,AveHz,0x6041 Pressure,0x6041 Range,0x6041 Smoothed Range,0x6041 Velocity,
0,0.0010027885437011719,0.0010027885437011719,997.2192106514503,0.0,100790.75,344,331.4,111.68855159296061,
1,0.024877071380615234,0.023874282836914062,41.88607493808421,40.19765770255506,100790.75,302,328.46,92.90186264008638,
2,0.04931950569152832,0.024442434310913086,40.912455252197155,40.55190683599132,100790.75,335,329.114,87.61025328767442,
3,0.07550954818725586,0.02619004249572754,38.18245045471511,39.73007483186511,100788.0,307,326.90259999999995,73.84649934981584,
4,0.10062193870544434,0.025112390518188477,39.82097997702437,39.752762185485224,100788.0,344,328.61233999999996,73.38546118630401,
5,0.12645554542541504,0.025833606719970703,38.709267770456094,39.539586683836326,100788.0,363,332.051106,78.16359340291505,
6,0.15189647674560547,0.02544093132019043,39.30673714001893,39.500587035002354,100788.0,358,334.6459954,80.07023677493956,
7,0.17630457878112793,0.02440810203552246,40.97000244200244,39.70401703911559,100788.0,358,336.98139586,81.31912683688475,
8,0.20282959938049316,0.026525020599365234,37.700253474032394,39.4419750590376,100788.0,386,341.8832562740001,89.59770709810417,
9,0.22863364219665527,0.02580404281616211,38.7536172964982,39.364285647248735,100788.0,311,338.7949306466001,72.85518737415775,
10,0.253157377243042,0.02452373504638672,40.7768228660315,39.50112024742447,100788.0,302,335.1154375819401,55.023729429470585,
11,0.2802457809448242,0.027088403701782227,36.91616571463778,39.25125995800707,100788.0,335,335.1038938237461,50.58773897187612,
12,0.30568599700927734,0.025440216064453125,39.30784225521067,39.25596892695025,100788.0,330,334.59350444137146,44.935735427636736,
13,0.33152031898498535,0.025834321975708008,38.70819605563092,39.21328273272075,100788.0,339,335.0341539972343,42.70541654543897,
14,0.3560056686401367,0.024485349655151367,40.84074820592216,39.3252165154474,100788.0,368,338.3307385975109,50.059781749757285,
15,0.381011962890625,0.02500629425048828,39.98993173410625,39.36884261113336,100788.0,354,339.8976647377598,51.06790076025185,
16,0.40592336654663086,0.02491140365600586,40.14225829297705,39.41630691556157,100788.0,377,343.6078982639838,58.897440902387594,
17,0.43035244941711426,0.0244290828704834,40.93481549437358,39.502505499911635,100788.0,335,342.74710843758544,51.36674381235244,
18,0.45501017570495605,0.024657726287841797,40.555239697549844,39.55955484316862,100790.75,316,340.0723975938269,38.5795211561432,
19,0.4790222644805908,0.024012088775634766,41.64568977500645,39.664127137392896,100790.75,354,341.4651578344442,40.13335633658863,
20,0.5050411224365234,0.026018857955932617,38.43366229577297,39.600735685664326,100790.75,368,344.1186420509998,45.08133713256255,
21,0.5305676460266113,0.02552652359008789,39.17493882278221,39.580249864965786,100790.75,363,346.0067778458999,47.39223850230273,
22,0.5550928115844727,0.024525165557861328,40.77444442284137,39.633011887151945,100790.75,358,347.2061000613099,47.51299518350366,
23,0.581613302230835,0.026520490646362305,37.70669303726345,39.5451753111238,100790.75,363,348.7854900551789,48.47624146361896,
24,0.6076433658599854,0.02603006362915039,38.41711700159373,39.49685185163387,100790.75,377,351.60694104966103,53.26950318407206,
25,0.6321680545806885,0.024524688720703125,40.77523720640846,39.54644626353712,100790.75,349,351.34624694469494,48.15755381188191,
26,0.6571915149688721,0.025023460388183594,39.96249857082968,39.56228802076286,100790.75,358,352.01162225022546,46.432154282637654,
27,0.6837704181671143,0.026578903198242188,37.623824901327595,39.486937841468844,100790.75,344,351.2104600252029,40.30615895828212,
28,0.7093236446380615,0.025553226470947266,39.134001380880406,39.47422338400582,100790.75,349,350.9894140226826,36.38963307619007,
29,0.7358458042144775,0.026522159576416016,37.70432031067403,39.41043060095692,100790.75,354,351.29047262041433,34.3865592141877,
30,0.7623064517974854,0.026460647583007812,37.79197001369567,39.35425173073284,100790.75,321,348.26142535837295,22.477741413281876,
31,0.788332462310791,0.026026010513305664,38.423099825029084,39.32351067864386,100790.75,354,348.83528282253565,22.443472710688244,
32,0.8126950263977051,0.024362564086914062,41.046582635246224,39.375164065960824,100790.75,386,352.5517545402821,32.851871971756026,
33,0.8387181758880615,0.026023149490356445,38.42732411657459,39.34575516389465,100801.25,354,352.6965790862539,30.66893979546308,
34,0.8636603355407715,0.02494215965270996,40.09275916455575,39.36732833598439,100801.25,349,352.3269211776285,27.02977617152267,
35,0.8881793022155762,0.024518966674804688,40.784753014391285,39.40645758428731,100801.25,302,347.29422905986564,8.446825676166327,
36,0.9117019176483154,0.023522615432739258,42.51227942145326,39.48659019261471,100801.25,391,351.6648061538791,22.635335194369326,
37,0.9373843669891357,0.025682449340820312,38.93709617526922,39.47153515995091,100801.25,354,351.8983255384912,21.551913717814156,
38,0.9628188610076904,0.025434494018554688,39.31668541432321,39.46744454115599,100801.25,339,350.60849298464206,15.770805359841898,
39,0.987572431564331,0.024753570556640625,40.39821235937741,39.49077430019321,100801.25,396,355.1476436861779,29.17902684880351,
40,1.0127122402191162,0.025139808654785156,39.77755016880999,39.49789329231902,100801.25,349,354.5328793175601,24.888399059723973,
41,1.0380229949951172,0.025310754776000977,39.508896864196835,39.49816159919739,100801.25,372,356.2795913858041,28.418180491402047,
42,1.066545009613037,0.028522014617919922,35.06063696397225,39.37949136833747,100801.25,363,356.9516322472237,28.029700505464877,
43,1.091745138168335,0.02520012855529785,39.68233724703634,39.38648178653018,100801.25,354,356.6564690225013,24.850303134919166,
44,1.1145777702331543,0.022832632064819336,43.796965551808036,39.4768325504965,100801.25,382,359.1908221202512,31.742036909587213,
45,1.141144037246704,0.026566267013549805,37.64172058836727,39.43411044636729,100801.25,368,360.0717399082261,31.855414855722163,
