Index,Time,Difference,Hz,AveHz,0x6103 Pressure,0x6103 Acceleration-X,0x6103 Acceleration-Y,0x6103 Acceleration-Z,0x6103 Magnetic-X,0x6103 Magnetic-Y,0x6103 Magnetic-Z,0x6103 Angular-Vel-X,0x6103 Angular-Vel-Y,0x6103 Angular-Vel-Z,0x6103 Heading,0x6103 Roll,0x6103 Pitch,0x6103 Linear-Acceleration-X,0x6103 Linear-Acceleration-Y,0x6103 Linear-Acceleration-Z,0x6103 Gravity-X,0x6103 Gravity-Y,0x6103 Gravity-Z,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,0.0,0.0,0,0,101125.75,7.0,-246.0,955.0,-20.5,2.6875,-55.375,0.3125,-0.125,-0.1875,118.8125,0.0625,14.875,2.0,9.0,-1.0,1.0,-251.0,947.0,2554,2528.0,,
1,0.03976321220397949,0.03976321220397949,25.14887365915373,25.14887365915373,101125.75,1.0,-245.0,952.0,-20.875,3.375,-55.0,-0.0625,-0.0625,0.0625,118.8125,0.0625,14.875,-1.0,4.0,2.0,1.0,-251.0,947.0,2568,2548.0,251.4887365915373,
2,0.0793609619140625,0.03959774971008301,25.25396032152211,25.201307440876754,101125.75,-2.0,-248.0,950.0,-20.875,3.375,-55.0,-0.1875,0.0,0.0625,118.8125,0.0625,14.875,-4.0,3.0,2.0,1.0,-251.0,947.0,2540,2544.0,75.23644765272442,
3,0.11821198463439941,0.038851022720336914,25.73934815560315,25.378137498310867,101125.75,3.0,-249.0,947.0,-20.0625,3.6875,-55.375,-0.1875,-0.125,0.125,118.8125,0.0625,14.875,1.0,2.0,0.0,1.0,-251.0,947.0,2549,2546.5,69.79240902086615,
4,0.15315818786621094,0.03494620323181152,28.615411905168003,26.11678850297015,101125.75,3.0,-250.0,953.0,-21.25,3.6875,-55.0,0.3125,0.0,0.0625,118.8125,0.0625,14.875,3.0,2.0,-7.0,1.0,-251.0,947.0,2521,2533.75,-147.52704638501294,
5,0.1892251968383789,0.03606700897216797,27.72616938575848,26.42354233760212,101127.75,0.0,-246.0,953.0,-20.0625,4.5,-55.75,0.125,-0.125,-0.0625,118.8125,0.0625,14.875,-1.0,5.0,1.0,1.0,-251.0,947.0,2540,2536.875,-30.441383527258843,
6,0.2299351692199707,0.0407099723815918,24.564005856515372,26.094311802558643,101127.75,-1.0,-246.0,950.0,-20.0625,4.5,-55.75,-0.125,0.125,-0.0625,118.8125,0.0625,14.875,-3.0,4.0,3.0,1.0,-251.0,947.0,2521,2528.9375,-112.7090900066748,
7,0.2681431770324707,0.0382080078125,26.17252396166134,26.105456336680675,101127.75,0.0,-250.0,946.0,-20.5,4.0625,-55.75,-0.1875,-0.0625,0.0,118.8125,0.0625,14.875,0.0,0.0,2.0,1.0,-251.0,947.0,2544,2536.46875,42.20136553979359,
8,0.30562925338745117,0.03748607635498047,26.676571603022364,26.17550483578308,101127.75,3.0,-246.0,942.0,-20.0625,4.0625,-55.75,0.3125,-0.0625,-0.125,118.8125,0.0625,14.875,2.0,4.0,-2.0,1.0,-251.0,947.0,2507,2521.734375,-175.4306220867445,
9,0.34587621688842773,0.04024696350097656,24.846594948106723,26.020869781003785,101127.75,4.0,-246.0,951.0,-20.875,4.0625,-54.5625,0.3125,-0.125,0.0625,118.8125,0.0625,14.875,2.0,5.0,3.0,1.0,-251.0,947.0,2558,2539.8671875,137.554012685361,
10,0.38518810272216797,0.039311885833740234,25.437599311039143,25.961341820603664,101127.75,0.0,-246.0,951.0,-20.875,3.0,-55.0,0.125,-0.1875,0.0625,118.8125,0.0625,14.875,-1.0,5.0,3.0,1.0,-251.0,947.0,2530,2534.93359375,6.027615854706987,
11,0.4222602844238281,0.037072181701660156,26.974403827849663,26.050283215740833,101127.75,0.0,-250.0,948.0,-20.875,3.0,-55.0,0.375,-0.3125,-0.125,118.8125,0.0625,14.875,-2.0,1.0,1.0,1.0,-251.0,947.0,2521,2527.966796875,-90.94878821907204,
