Index,Time,Difference,Hz,AveHz,0x6103 Linear-Acceleration-X,0x6103 Linear-Acceleration-Y,0x6103 Linear-Acceleration-Z,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,9.5367431640625e-07,9.5367431640625e-07,1048576.0,0.0,-15.0,9.0,37.0,1635,1646.5,-6029312.0,
1,0.02450394630432129,0.024502992630004883,40.81134150019947,40.80975315488874,-8.0,-5.0,21.0,1635,1640.75,-3014773.332606813,
2,0.05016493797302246,0.025660991668701172,38.96965530056676,39.868483463002654,-4.0,-17.0,18.0,1597,1618.875,-1507812.8969082565,
3,0.07694101333618164,0.02677607536315918,37.34677268558505,38.9909083584846,8.0,-26.0,1.0,1668,1643.4375,-753447.7834020834,
4,0.1047828197479248,0.027841806411743164,35.91720972451767,38.17419696876614,5.0,-25.0,-5.0,1654,1648.71875,-376629.0478191129,
5,0.13219666481018066,0.02741384506225586,36.477918282861665,37.82243680034916,-5.0,-18.0,-24.0,1672,1660.359375,-188102.21102580073,
6,0.15911483764648438,0.02691817283630371,37.14962401353374,37.708614034667114,-13.0,-4.0,-35.0,1630,1645.1796875,-94333.06535453434,
7,0.18706297874450684,0.02794814109802246,35.78055501053547,37.420552409574825,-11.0,7.0,-28.0,1621,1633.08984375,-47382.823336949994,
8,0.21456384658813477,0.02750086784362793,36.362488838027865,37.28493931858134,-8.0,17.0,-40.0,1640,1636.544921875,-23628.594048597584,
9,0.24232983589172363,0.027765989303588867,36.01528434899836,37.13946310771789,-8.0,25.0,-41.0,1658,1647.2724609375,-11621.119339448329,
10,0.27114081382751465,0.028810977935791016,34.708991906787375,36.881205226305276,3.0,6.0,-42.0,1635,1641.13623046875,-5917.050856563177,
11,0.3022017478942871,0.03106093406677246,32.19478196793037,36.39952474347666,14.0,-9.0,-35.0,1588,1614.568115234375,-3386.2027669163645,
12,0.3295927047729492,0.02739095687866211,36.5083996309385,36.40857284224963,14.0,-24.0,-33.0,1640,1627.2840576171875,-1460.9820303603287,
13,0.3554418087005615,0.025849103927612305,38.686060561340724,36.574200563309994,13.0,-17.0,-32.0,1672,1649.6420288085938,-298.02010141043763,
14,0.38504791259765625,0.029606103897094727,33.776818573487844,36.359111533812836,13.0,-12.0,-19.0,1640,1644.8210144042969,-230.42931514227237,
15,0.4130518436431885,0.028003931045532227,35.709272329448225,36.31505398377456,7.0,-5.0,-9.0,1663,1653.9105072021484,47.07492925638367,
16,0.438931941986084,0.025880098342895508,38.63972952307253,36.452120407558006,-4.0,6.0,-2.0,1663,1658.4552536010742,111.34135043091686,
17,0.4655170440673828,0.026585102081298828,37.61505210481947,36.51853399709094,-3.0,10.0,10.0,1630,1644.227626800537,-211.91578649960624,
18,0.4920670986175537,0.0265500545501709,37.66470604082292,36.58037704729783,4.0,21.0,24.0,1555,1599.6138134002686,-946.1409767904239,
19,0.5176389217376709,0.025571823120117188,39.10554188110689,36.70512243596092,11.0,11.0,39.0,1602,1600.8069067001343,-449.74220839222846,
20,0.5469727516174316,0.029333829879760742,34.09033201934409,36.5648927498834,18.0,0.0,54.0,1579,1589.9034533500671,-410.72227662672344,
21,0.5742588043212891,0.027286052703857422,36.6487601139402,36.56887772895306,26.0,-15.0,50.0,1602,1595.9517266750336,-94.53027921824263,
22,0.6009118556976318,0.026653051376342773,37.51915628270612,36.611026711162125,25.0,-21.0,55.0,1541,1568.4758633375168,-562.7007448904052,
23,0.6270408630371094,0.02612900733947754,38.27164143695309,36.68022509505703,19.0,-20.0,47.0,1560,1564.2379316687584,-362.4466730757173,
24,0.6530249118804932,0.02598404884338379,38.485149332476944,36.75204354897891,16.0,-12.0,65.0,1579,1571.6189658343792,-39.193235491843126,
25,0.6799728870391846,0.026947975158691406,37.10853947694377,36.76617182319996,12.0,0.0,65.0,1607,1589.3094829171896,308.6380080215874,
26,0.707406759262085,0.02743387222290039,36.4512888255436,36.75396037651846,1.0,14.0,59.0,1588,1588.6547414585948,142.38591900414534,
27,0.7345080375671387,0.02710127830505371,36.8986284980338,36.75929822283535,-6.0,26.0,54.0,1504,1546.3273707292974,-709.7180044173747,
28,0.7618858814239502,0.027377843856811523,36.52588586705681,36.75091071075964,3.0,21.0,46.0,1574,1560.1636853646487,-102.1671776129227,
29,0.7910630702972412,0.029177188873291016,34.273349785092094,36.65952954813486,9.0,17.0,51.0,1574,1567.0818426823243,67.47062400203467,
30,0.8165428638458252,0.025479793548583984,39.246785814541035,36.740263528485656,13.0,7.0,26.0,1602,1584.5409213411622,376.3416723223335,
31,0.8428058624267578,0.026262998580932617,38.07638327810812,36.78189887139517,13.0,2.0,24.0,1574,1579.270460670581,87.83079588854665,
32,0.8692018985748291,0.02639603614807129,37.88447607778671,36.81538207920187,14.0,-2.0,2.0,1635,1607.1352303352905,571.7364978321344,
33,0.8971428871154785,0.027940988540649414,35.78971440273737,36.783438261548966,4.0,-5.0,0.0,1668,1637.5676151676453,830.4514297881533,
34,0.9247469902038574,0.027604103088378906,36.22649853169805,36.76681336643747,-2.0,5.0,-17.0,1654,1645.7838075838226,564.0476561444756,
35,0.9555158615112305,0.030768871307373047,32.5003796860229,36.62942857342472,-4.0,20.0,-17.0,1682,1663.8919037919113,576.2838291491946,
36,0.9839129447937012,0.028397083282470703,35.21488422077813,36.58860287436119,-12.0,39.0,-26.0,1569,1616.4459518959557,-547.2599368057463,
37,1.0141289234161377,0.030215978622436523,33.09507239515524,36.48451310841612,-11.0,37.0,-41.0,1546,1581.2229759479778,-856.4834378884423,
