Index,Time,Difference,Hz,AveHz,Position-X,Position-Y,Position-Z,
0,0.0,0.0,0,0,6461,1078,178,
1,0.06567263603210449,0.06567263603210449,15.227042196252691,15.227042196252691,6365,784,314,
2,0.13658976554870605,0.07091712951660156,14.100965546919126,14.642385481559577,6286,552,396,
3,0.2097921371459961,0.07320237159729004,13.66075959261708,14.299868626212026,6277,442,455,
4,0.2794830799102783,0.06969094276428223,14.349066899300388,14.31213653894221,6213,403,495,
5,0.3506932258605957,0.07121014595031738,14.042942710687464,14.257475284075072,6130,466,461,
6,0.4166836738586426,0.06599044799804688,15.153708306838546,14.399412255435436,6064,489,351,
7,0.49068593978881836,0.07400226593017578,13.51309973323711,14.265743997092445,6053,495,339,
8,0.5649049282073975,0.0742189884185791,13.473640928116879,14.161675001466627,6073,532,199,
9,0.6320888996124268,0.0671839714050293,14.884502643812768,14.238503485061141,6101,545,139,
10,0.6992619037628174,0.06717300415039062,14.886932818445114,14.300793373968647,6072,617,151,
11,0.765439510345459,0.0661776065826416,15.110851716149858,14.370828591060668,6093,618,202,
12,0.8311572074890137,0.06571769714355469,15.216601364098098,14.437701907504204,6101,640,184,
13,0.89835524559021,0.06719803810119629,14.881386841890516,14.470890066945774,6094,637,230,
14,0.9655277729034424,0.06717252731323242,14.887038496212847,14.499841840800233,6114,663,293,
15,1.0317182540893555,0.06619048118591309,15.107912528861082,14.53885296741185,6095,605,343,
16,1.0988891124725342,0.06717085838317871,14.88740838021545,14.560158817116232,6134,628,365,
17,1.1635808944702148,0.06469178199768066,15.45791395939367,14.610071444787858,6137,652,367,
18,1.2322514057159424,0.06867051124572754,14.562291467754536,14.607408777547255,6161,704,352,
19,1.2994458675384521,0.06719446182250977,14.882178871250453,14.621617163623608,6207,722,345,
20,1.3671281337738037,0.06768226623535156,14.774918979850641,14.62920666023619,6217,755,384,
21,1.4353618621826172,0.06823372840881348,14.655508695181224,14.630456997141692,6215,724,372,
22,1.5050125122070312,0.06965065002441406,14.357367801298025,14.617818670316579,6210,686,336,
23,1.5726962089538574,0.06768369674682617,14.774606708326582,14.624566314240296,6211,637,332,
24,1.6403913497924805,0.06769514083862305,14.772109011249093,14.630655058645699,6227,582,337,
25,1.7114181518554688,0.07102680206298828,14.079192233844006,14.607768401250006,6372,598,263,
26,1.786539077758789,0.07512092590332031,13.311870001269519,14.553278080330024,6271,536,324,
27,1.8614356517791748,0.07489657402038574,13.351745564861416,14.504933315418768,6244,539,428,
28,1.9337191581726074,0.07228350639343262,13.834414652729905,14.47986895183911,6222,574,544,
29,2.0056917667388916,0.07197260856628418,13.894174741200828,14.458851794137782,6215,623,580,
30,2.0797019004821777,0.07401013374328613,13.511663192889657,14.425144292576025,6229,616,525,
31,2.154798984527588,0.07509708404541016,13.316096260080005,14.386492764565858,6246,665,480,
