Index,Time,Difference,Hz,AveHz,Position-X,Position-Y,Position-Z
0,1.1920928955078125e-06,1.1920928955078125e-06,838860.8,0.0,1892,5415,911,
1,0.05329298973083496,0.05329179763793945,18.764613774035666,18.76419403472511,1913,5463,918,
2,0.10562300682067871,0.05233001708984375,19.109491179472226,18.935268557498052,1946,5485,884,
3,0.1565110683441162,0.0508880615234375,19.650974512743627,19.16797343306091,1969,5491,864,
4,0.21667098999023438,0.060159921646118164,16.622362074910136,18.46117009102273,1990,5503,852,
5,0.2712278366088867,0.054556846618652344,18.329505130491025,18.434685991357334,2026,5513,809,
6,0.32601499557495117,0.05478715896606445,18.25245219631496,18.404061412630924,2036,5527,797,
7,0.37906312942504883,0.053048133850097656,18.85080449438202,18.466581043156012,2035,5540,791,
8,0.42942309379577637,0.05035996437072754,19.857043437093147,18.629645483865417,2040,5532,767,
9,0.4853708744049072,0.05594778060913086,17.873809990539584,18.54252175933408,2056,5492,734,
10,0.5434010028839111,0.058030128479003906,17.232427813111144,18.402616018241577,2056,5490,738,
11,0.5971672534942627,0.05376625061035156,18.59902798964135,18.4203000677526,2092,5466,675,
12,0.6464588642120361,0.04929161071777344,20.287427930193864,18.56266603231856,2153,5441,593,
13,0.6949119567871094,0.04845309257507324,20.63851751981774,18.707405841892328,2246,5404,519,
14,0.7450070381164551,0.0500950813293457,19.96203965466366,18.791768780326077,2191,5453,577,
15,0.7953870296478271,0.05037999153137207,19.849149823244634,18.85874353098458,2243,5409,522,
16,0.8439371585845947,0.04855012893676758,20.597267646856615,18.958757577204356,2116,5456,591,
17,0.8946099281311035,0.05067276954650879,19.73446505784875,19.00269543790339,2149,5434,552,
18,0.9458801746368408,0.051270246505737305,19.504489799714477,19.029894570853948,2223,5412,495,
19,0.9984440803527832,0.05256390571594238,19.02446148891681,19.029608541809047,2113,5460,563,
20,1.0497941970825195,0.05135011672973633,19.474152420395768,19.05135316577473,2057,5471,576,
21,1.1052350997924805,0.05544090270996094,18.037224343757526,19.000482344383535,2035,5479,616,
22,1.1567418575286865,0.051506757736206055,19.414928136644527,19.01893655599336,2042,5482,608,
23,1.2096450328826904,0.052903175354003906,18.90245705117805,19.013842387455583,2026,5497,629,
24,1.261023998260498,0.05137896537780762,19.46321792676532,19.03215167443797,1994,5510,669,
25,1.312873125076294,0.0518491268157959,19.286727885557156,19.042205619486037,1960,5507,711,
26,1.3662002086639404,0.053327083587646484,18.752197433719317,19.03088568946011,1983,5500,702,
27,1.4170958995819092,0.05089569091796875,19.64802878129216,19.05305068483079,2001,5504,717,
28,1.4706990718841553,0.053603172302246094,18.65561229028413,19.03856508464943,2033,5473,708,
29,1.5190470218658447,0.04834794998168945,20.683400234730208,19.090916596103334,2003,5497,751,
30,1.5685808658599854,0.049533843994140625,20.18821717366192,19.125567991390927,1981,5499,785,
31,1.6194639205932617,0.05088305473327637,19.652908129079417,19.14213685516606,1969,5496,812,
32,1.6721820831298828,0.052718162536621094,18.968794659816567,19.136671970617254,1989,5496,800,
33,1.7293050289154053,0.05712294578552246,17.506099978713724,19.082810405459306,1991,5496,791,
34,1.7828049659729004,0.05349993705749512,18.69161077564117,19.071070952197932,1974,5497,804,
35,1.8352200984954834,0.05241513252258301,19.078459823966885,19.071281983394286,1969,5493,835,
36,1.8866240978240967,0.05140399932861328,19.453739262722397,19.081702625085697,1971,5502,820,
37,1.9384231567382812,0.05179905891418457,19.305370038801257,19.087679525175837,1978,5498,811,
38,1.992879867553711,0.05445671081542969,18.363209694931875,19.067882925951555,2008,5493,790,
39,2.044661045074463,0.05178117752075195,19.312036687447627,19.074066136267437,2007,5484,788,
40,2.106534004211426,0.06187295913696289,16.162149248210117,18.98853753133402,2024,5486,762,
41,2.163267135620117,0.056733131408691406,17.62638470977828,18.9528141600723,2044,5486,733,
42,2.2153990268707275,0.05213189125061035,19.182116282579564,18.958210006675593,2043,5483,710,
43,2.267451047897339,0.05205202102661133,19.211549912514542,18.96402572389597,2033,5484,691,
44,2.3238070011138916,0.056355953216552734,17.744354286004384,18.934446784482997,2005,5498,715,
45,2.3744490146636963,0.05064201354980469,19.746450227863356,18.951765113547214,2005,5478,701,
46,2.4259450435638428,0.051496028900146484,19.41897310060651,18.961682632523093,1996,5483,714,
47,2.477673053741455,0.051728010177612305,19.331886081958675,18.969411613459975,1986,5494,705,
48,2.5300722122192383,0.0523991584777832,19.084275951187106,18.971790515772305,2004,5472,685,
49,2.5797948837280273,0.04972267150878906,20.1115501169972,18.993758111959178,2016,5474,697,
50,2.6329150199890137,0.05312013626098633,18.82525291514439,18.9903584507671,2022,5478,703,
51,2.6854941844940186,0.05257916450500488,19.01894047602853,18.990918056897247,2012,5471,689,
52,2.7371530532836914,0.05165886878967285,19.35776031162166,18.997841548398966,2068,5469,659,
53,2.7896649837493896,0.05251193046569824,19.04329151740514,18.998697086833157,2040,5492,676,
54,2.8434860706329346,0.05382108688354492,18.580078142304046,18.990773528909916,2031,5484,699,
55,2.8946070671081543,0.05112099647521973,19.56143402808546,19.000851834078997,2083,5489,646,
56,2.9451680183410645,0.050560951232910156,19.778108908463324,19.014195336652925,2139,5457,595,
57,2.9986770153045654,0.05350899696350098,18.688445995018558,19.008382599754814,2064,5476,660,
58,3.0504891872406006,0.051812171936035156,19.300484087687977,19.013343906478624,2120,5453,617,
59,3.102548122406006,0.05205893516540527,19.208998355858228,19.016626873218613,2201,5428,539,
60,3.1543281078338623,0.051779985427856445,19.312481294404208,19.021483482009472,2164,5448,560,
