Index,Time,Difference,Hz,AveHz,0x6817-X,0x6817-Y,0x6817-Z,0x6103-X,0x6103-Y,0x6103-Z,
0,0.0,0.0,0,0,2002,2385,-746,4214,-299,-341,
1,0.12967944145202637,0.12967944145202637,7.711322541205887,7.711322541205887,2860,1241,-2330,4099,-332,-419,
2,0.2678987979888916,0.13821935653686523,7.234876684824419,7.465505687274229,3995,574,-2200,4028,-363,-468,
3,0.4032871723175049,0.13538837432861328,7.386158560208502,7.438867898426789,4872,338,-2029,3970,-366,-463,
4,0.5316529273986816,0.12836575508117676,7.790239689453107,7.523705398504157,5419,388,-1937,3990,-382,-412,
5,0.6611902713775635,0.12953734397888184,7.719781564789746,7.562119735341387,5770,484,-1836,4005,-409,-411,
6,0.7881166934967041,0.12692642211914062,7.878580230216692,7.61308578984578,5953,661,-1705,4067,-428,-419,
7,0.9235439300537109,0.13542723655700684,7.384039026588712,7.579498681338199,6001,929,-1542,4076,-449,-426,
8,1.046370506286621,0.12282657623291016,8.141560488535868,7.645475433353475,5995,1154,-1336,4150,-431,-267,
9,1.1792645454406738,0.13289403915405273,7.524791979877933,7.631875336875181,6031,1349,-1107,4163,-401,-167,
10,1.3162007331848145,0.13693618774414062,7.302671532440037,7.597625307351845,6072,1479,-816,4219,-436,-80,
11,1.447007656097412,0.13080692291259766,7.6448553160154855,7.601894816276966,6099,1627,-485,4255,-465,24,
12,1.595010757446289,0.14800310134887695,6.756615171480581,7.523460229956532,6062,1662,-135,4251,-463,71,
13,1.7392640113830566,0.14425325393676758,6.932252637007018,7.474425915167672,6007,1649,169,4264,-490,154,
14,1.8830585479736328,0.14379453659057617,6.954367138768864,7.434713070958659,5956,1597,397,4306,-492,215,
15,2.022054433822632,0.13899588584899902,7.194457547372086,7.418197922418419,5908,1555,516,4315,-468,251,
16,2.1728076934814453,0.15075325965881348,6.633355738132705,7.363744176717051,5891,1524,556,4322,-441,250,
17,2.3198659420013428,0.14705824851989746,6.800026588543904,7.328009645822095,5877,1485,565,4341,-420,321,
18,2.4508230686187744,0.13095712661743164,7.6360869074451,7.344471426957953,5869,1474,602,4340,-389,402,
19,2.6073687076568604,0.15654563903808594,6.387913493755711,7.287039974133368,5869,1459,599,4334,-383,463,
20,2.7385387420654297,0.13117003440856934,7.623692442476557,7.303164893302122,5861,1458,573,4328,-377,500,
21,2.890982151031494,0.15244340896606445,6.559811321344898,7.263967365729761,5838,1430,536,4321,-372,542,
22,3.044804573059082,0.1538224220275879,6.501002824026858,7.225422673973732,5819,1420,511,4337,-369,574,
23,3.2199456691741943,0.1751410961151123,5.709682205841314,7.142977665799781,5799,1405,500,4343,-369,589,
24,3.3590850830078125,0.13913941383361816,7.187036170755989,7.144802649211187,5776,1402,502,4350,-373,594,
25,3.5044074058532715,0.14532232284545898,6.881255270488872,7.133873749451476,5764,1393,487,4350,-369,587,
26,3.633765459060669,0.12935805320739746,7.730481212458553,7.155112318867443,5760,1384,474,4337,-397,572,
27,3.7641780376434326,0.13041257858276367,7.667971992175359,7.172880700643845,5769,1377,448,4343,-391,578,
28,3.894289255142212,0.1301112174987793,7.68573240050868,7.190015472791965,5773,1378,426,4355,-380,587,
29,4.028268098831177,0.13397884368896484,7.463864983948692,7.199123615534552,5780,1380,386,4342,-363,602,
30,4.161059379577637,0.13279128074645996,7.530614919734921,7.209702449150128,5796,1379,360,4332,-362,592,
31,4.2984583377838135,0.13739895820617676,7.278075562257393,7.211887975627766,5809,1391,336,4335,-370,597,
32,4.429826259613037,0.13136792182922363,7.612208414927849,7.223759606950212,5819,1398,325,4322,-378,588,
33,4.562992095947266,0.13316583633422852,7.509433556893175,7.232096682637204,5816,1400,314,4327,-378,558,
34,4.697312116622925,0.13432002067565918,7.444906537162372,7.23818199767485,5820,1408,370,4310,-367,539,
35,4.831712961196899,0.1344008445739746,7.440429434575444,7.2438077926156215,5807,1417,409,4306,-371,534,
36,4.9651124477386475,0.13339948654174805,7.496280727340318,7.2505910750110285,5809,1417,441,4313,-365,554,
37,5.098503589630127,0.1333911418914795,7.496749677827566,7.257031273892696,5813,1420,458,4299,-374,546,
38,5.234190464019775,0.13568687438964844,7.3699096135734266,7.2599574396871684,5820,1402,473,4303,-371,559,
39,5.3686134815216064,0.13442301750183105,7.439202143980873,7.264445491230703,5797,1443,361,4296,-364,575,
40,5.502552509307861,0.13393902778625488,7.466083758617682,7.269353619495291,5750,1486,261,4312,-348,592,
41,5.654512405395508,0.15195989608764648,6.580683626048455,7.250846237577974,5706,1531,179,4315,-335,599,
42,5.785246849060059,0.13073444366455078,7.649093628040997,7.259845793239372,5673,1562,99,4290,-353,543,
43,5.936642408370972,0.15139555931091309,6.605213551517404,7.243151438491189,5668,1567,27,4072,-368,447,
44,6.08121132850647,0.14456892013549805,6.9171160652147385,7.2354005843777,5679,1562,1,3959,-336,377,
45,6.23138689994812,0.1501755714416504,6.658872614235682,7.221506339202699,5693,1554,-18,3918,-206,472,
46,6.374155044555664,0.14276814460754395,7.0043636327200645,7.216642782997541,5729,1563,-3,3813,-127,463,
47,6.517846584320068,0.1436915397644043,6.959351967691302,7.210970585448808,5762,1562,17,3771,69,486,
48,6.658801078796387,0.14095449447631836,7.0944882156135085,7.208504869269387,5775,1576,67,3598,102,333,
49,6.805058479309082,0.1462574005126953,6.837260859926188,7.2005259247933715,5793,1576,109,3478,190,403,
50,6.948245048522949,0.1431865692138672,6.983895245833944,7.196061689077726,5803,1521,116,3330,344,193,
