Index,Time,Difference,Hz,AveHz,0x6103 Linear-Acceleration-X,0x6103 Linear-Acceleration-Y,0x6103 Linear-Acceleration-Z,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,9.5367431640625e-07,9.5367431640625e-07,1048576.0,0.0,-17.0,-7.0,109.0,980,949.5,15990784.0,
1,0.028378963470458984,0.028378009796142578,35.23855292121049,35.23736873057212,-28.0,-9.0,68.0,1004,976.75,7995872.125283551,
2,0.05412602424621582,0.025747060775756836,38.83938476354511,36.95080190819351,-41.0,0.0,57.0,1046,1011.375,3998608.4694904946,
3,0.08143496513366699,0.027308940887451172,36.61804403624871,36.83921267818821,-25.0,35.0,18.0,924,967.6875,1998504.3593458305,
4,0.10763406753540039,0.0261991024017334,38.16924658967849,37.16295492302581,13.0,46.0,-1.0,990,978.84375,999465.0925015484,
5,0.13608694076538086,0.02845287322998047,35.14583542818837,36.74121831146306,20.0,11.0,11.0,1013,995.921875,500032.6587361102,
6,0.1614089012145996,0.02532196044921875,39.49141307622778,37.172671115719695,6.0,-1.0,19.0,1112,1053.9609375,251162.35166392734,
7,0.18886280059814453,0.027453899383544922,36.42469821971342,37.063942596585484,-34.0,-21.0,22.0,929,991.48046875,124443.25972254117,
8,0.21641302108764648,0.027550220489501953,36.297350156636725,36.96635239318631,-21.0,-16.0,50.0,938,964.740234375,61736.33003608063,
9,0.24512910842895508,0.028716087341308594,34.82368569625718,36.715345875002185,55.0,-2.0,68.0,878,921.3701171875,30113.011353266644,
10,0.27332282066345215,0.02819371223449707,35.468901423219705,36.58677301707346,84.0,-3.0,61.0,924,922.68505859375,15079.825440191118,
11,0.30199503898620605,0.028672218322753906,34.87696657242641,36.42443941108065,79.0,-32.0,12.0,1102,1012.342529296875,9103.403024436155,
12,0.32982397079467773,0.02782893180847168,35.93382623818785,36.38304387363722,47.0,-20.0,-60.0,1177,1094.6712646484375,6030.894747484477,
13,0.35706210136413574,0.027238130569458008,36.713239091426324,36.40823249046659,32.0,3.0,-88.0,1139,1116.8356323242188,3422.3102386378578,
14,0.3850111961364746,0.027949094772338867,35.779334112448495,36.362578908062275,-11.0,29.0,-74.0,1126,1121.4178161621094,1793.128862569204,
15,0.413776159286499,0.028764963150024414,34.76451524670739,36.25148443995775,-38.0,34.0,-58.0,1121,1121.2089080810547,892.9331372001091,
16,0.4392569065093994,0.02548074722290039,39.24531691524599,36.425152941010445,-8.0,-21.0,-34.0,1041,1081.1044540405273,-340.48943566665207,
17,0.46633005142211914,0.027073144912719727,36.936972162778616,36.45486699421758,31.0,-36.0,-1.0,1055,1068.0522270202637,-411.2995908881991,
18,0.4990708827972412,0.03274083137512207,30.54290187511378,36.06702097928824,46.0,-23.0,0.0,1097,1082.5261135101318,15.387451961689635,
19,0.5255410671234131,0.026470184326171875,37.7783542297161,36.15321653928564,38.0,-13.0,-19.0,869,975.7630567550659,-2008.9725623892373,
20,0.5534708499908447,0.02792978286743164,35.80407354924624,36.135597747073454,20.0,17.0,-48.0,883,929.381528377533,-1834.8101078724394,
21,0.5802700519561768,0.02679920196533203,37.31454396640689,36.190046219352304,27.0,29.0,-78.0,910,919.6907641887665,-1098.2082771311239,
22,0.6071531772613525,0.02688312530517578,37.1980559792827,36.234678206303734,49.0,-14.0,-129.0,952,935.8453820943832,-248.6439479770345,
23,0.6326940059661865,0.025540828704833984,39.15299740492504,36.35248600921502,45.0,-37.0,-122.0,947,941.4226910471916,-15.137792510631385,
24,0.662161111831665,0.029467105865478516,33.9361457675939,36.24495545141783,23.0,-35.0,-82.0,883,912.2113455235958,-503.2291361334651,
25,0.6866390705108643,0.02447795867919922,40.853079830132074,36.40923022542225,31.0,-21.0,-53.0,902,907.1056727617979,-355.9057965288629,
26,0.7120020389556885,0.02536296844482422,39.427561571724006,36.516749359503045,103.0,0.0,0.0,905,906.052836380899,-198.70828388085368,
27,0.7362930774688721,0.024291038513183594,41.16744532998312,36.67018042980509,121.0,14.0,35.0,910,908.0264181904495,-58.73048131596667,
28,0.761336088180542,0.025043010711669922,39.931301052952264,36.77745010999679,88.0,-5.0,15.0,915,911.5132090952247,40.25080800565506,
29,0.7858591079711914,0.024523019790649414,40.7780121916836,36.90228910735371,28.0,-34.0,-32.0,919,915.2566045476124,96.4495167007054,
30,0.8173000812530518,0.03144097328186035,31.805631175449108,36.706224174118766,-19.0,-26.0,-53.0,,915.2566045476124,96.4495167007054,
31,0.8657472133636475,0.0484471321105957,20.641056682512968,35.807218921972776,12.0,9.0,-67.0,897,906.1283022738062,-45.98414397402003,
32,0.8945510387420654,0.02880382537841797,34.71761083336092,35.772134416163674,77.0,-90.0,9.0,961,933.5641511369031,453.26148986894304,
33,0.9228541851043701,0.028303146362304688,35.33176090033021,35.75862853812368,32.0,-109.0,30.0,919,926.2820755684515,97.98646851313842,
34,0.9489059448242188,0.026051759719848633,38.38512295344517,35.83073768844221,34.0,-68.0,62.0,975,950.6410377842258,516.5041140919786,
35,0.9776248931884766,0.028718948364257812,34.82021651059308,35.801052370760715,-79.0,124.0,119.0,938,944.3205188921129,148.211138904657,
36,1.0035600662231445,0.02593517303466797,38.55767604339033,35.87229226396429,-68.0,35.0,53.0,915,929.6602594460564,-208.52719776422015,
37,1.0300240516662598,0.026463985443115234,37.78720337303375,35.92149128959218,33.0,-31.0,1.0,933,931.3301297230282,-72.71373500085168,
38,1.0579619407653809,0.027937889099121094,35.7936849291688,35.91811627222522,37.0,19.0,4.0,910,920.6650648615141,-227.2278532015185,
