 ,time,force,units, ,x ,y ,z, 
b'972,13,22,7,-897,-35,-393,,\r\n'
b',2318, 2709,170,70.90,,-880,-11,-383,811,-436,643,-13,5,-1,307.38,-66.19,174.75, 8037,-6561,12042,3972,13,22,7,-897,-35,-393,,\r\n'
b',26,0.841,lbs,\r\n'b',91,0.872,lbs,\r\n'b',156,0.901,lbs,\r\n'b',221,0.903,lbs,\r\n'b',286,0.895,lbs,\r\n'b',351,0.846,lbs,\r\n'b',416,0.818,lbs,\r\n'b',481,0.769,lbs,\r\n'b',546,0.825,lbs,\r\n'b',611,0.828,lbs,\r\n'b',676,0.816,lbs,\r\n'b',741,0.682,lbs,\r\n'b',806,0.661,lbs,\r\n'b',871,0.669,lbs,\r\n'b',936,0.731,lbs,\r\n'b',1001,0.754,lbs,\r\n'b',1067,0.804,lbs,\r\n'b',1132,0.854,lbs,\r\n'b',1197,0.864,lbs,\r\n'b',1262,0.866,lbs,\r\n'b',1327,0.864,lbs,\r\n'b',1392,0.916,lbs,\r\n'b',1457,1.019,lbs,\r\n'b',1522,1.095,lbs,\r\n'b',1587,1.213,lbs,\r\n'b',1652,1.331,lbs,\r\n'b',1717,1.446,lbs,\r\n'b',1782,1.505,lbs,\r\n'b',1847,1.449,lbs,\r\n'b',1912,1.422,lbs,\r\n'b',1977,1.389,lbs,\r\n'b',2042,1.184,lbs,\r\n'b',2107,1.251,lbs,\r\n'b',2172,1.490,lbs,\r\n'b',2237,1.534,lbs,\r\n'b',2302,1.530,lbs,\r\n'b',2067, 2581,83,68.18,,-1059,-29,-839,843,136,832,-14,-760,169,321.88,-62.88,157.88, 8335,-6866,11986,2856,-225,155,-362,-873,-167,-413,,\r\n'
b',2367,1.563,lbs,\r\n'b',2103, 2583,2143,68.43,,-781,-149,-406,899,142,758,116,-1260,-290,321.63,-66.87,152.44, 8837,-6788,11611,3073,120,28,-64,-902,-177,-341,,\r\n'
b',2432,1.623,lbs,\r\n'b',2093, 2636,2050,68.80,,-1029,-206,-74,953,171,544,50,139,41,321.88,-69.00,147.63, 9148,-6733,11377,3159,-113,-18,221,-915,-187,-296,,\r\n'
b',2497,1.690,lbs,\r\n'b',2078, 2683,175,68.97,,-1197,-185,-291,977,212,496,-109,1048,112,321.94,-66.12,153.63, 8748,-6782,11697,3014,-300,-9,63,-897,-175,-355,,\r\n'
b',2562,1.673,lbs,\r\n'b',2627,1.618,lbs,\r\n'b',2106, 2703,543,69.32,,-891,-188,-517,964,233,528,20,-808,-56,322.25,-65.50,153.88, 8688,-6824,11730,2966,0,-9,-152,-892,-178,-364,,\r\n'
b',2692,1.694,lbs,\r\n'b',2061, 2682,153,68.87,,-703,-239,-224,971,220,424,-36,37,354,320.94,-68.06,152.50, 8929,-6690,11573,3165,206,-65,86,-909,-172,-324,,\r\n'
b',2757,1.710,lbs,\r\n'b',2158, 2656,104,69.38,,-1155,-186,-275,947,214,398,-251,1157,278,319.56,-65.94,158.44, 8569,-6699,11839,3155,-259,-40,96,-895,-146,-371,,\r\n'
b',2822,1.679,lbs,\r\n'b',2093, 2605,121,68.57,,-1105,-147,-594,929,185,404,-107,-331,174,317.81,-64.31,162.75, 8282,-6711,12026,3192,-220,-21,-189,-884,-125,-405,,\r\n'
b',2887,1.648,lbs,\r\n'b',2039, 2683,508,68.69,,-708,-125,-310,878,121,380,24,-1386,-60,316.50,-69.62,158.75, 8849,-6536,11617,3528,311,24,130,-919,-123,-317,,\r\n'
b',2952,1.648,lbs,\r\n'b',2091, 2660,237,68.93,,-761,-106,-174,867,116,268,-69,1027,136,315.88,-69.19,160.50, 8763,-6535,11678,3546,72,7,54,-916,-115,-327,,\r\n'
b',3017,1.728,lbs,\r\n'b',2101, 2678,460,69.13,,-872,-102,-342,838,105,289,-149,88,242,315.13,-66.37,165.13, 8382,-6578,11956,3461,51,-2,86,-898,-100,-379,,\r\n'
b',3082,1.812,lbs,\r\n'b',2020, 2695,414,68.67,,-808,-107,-318,796,99,281,29,-1586,34,313.75,-70.25,163.81, 8762,-6420,11682,3738,141,5,52,-923,-91,-317,,\r\n'
b',3147,1.932,lbs,\r\n'b',1963, 2651,325,67.90,,-773,-64,-41,792,92,230,-17,-808,18,312.94,-75.62,158.13, 9325,-6214,11244,4055,143,21,185,-950,-90,-225,,\r\n'
b',3212,2.050,lbs,\r\n'b',2009, 2683,297,68.50,,-1020,-5,-165,516,-102,11,-95,-709,6,312.56,-77.94,153.44, 9571,-6138,11024,4199,-61,85,17,-959,-90,-182,,\r\n'
b',3277,2.126,lbs,\r\n'b',2090, 2764,136,69.67,,-977,-116,-151,547,-96,-19,-10,-1619,11,311.88,-82.00,137.75, 10020,-5981,10595,4474,-19,-26,-2,-971,-91,-100,,\r\n'
b',3342,2.110,lbs,\r\n'b',2101, 2792,1858,69.98,,-748,-196,147,524,-104,-57,89,-1390,2,311.44,-84.50,5.38, 10639,-5693,9993,4795,235,-98,119,-976,-92,14,,\r\n'
b',3407,1.873,lbs,\r\n'b',2082, 2754,101,69.51,,-626,-248,142,574,-86,-203,-6,393,-29,311.50,-83.81,5.50, 10802,-5625,9821,4864,348,-153,97,-975,-94,44,,\r\n'
b',3472,1.756,lbs,\r\n'b',2039, 2731,218,69.04,,-640,-153,-48,598,-81,-188,21,1791,18,312.19,-82.87,128.00, 10182,-5913,10461,4513,346,-41,28,-973,-94,-74,,\r\n'
b',3537,1.720,lbs,\r\n'b',2005, 2730,257,68.81,,-617,-98,1,622,-92,-169,42,986,-92,313.06,-79.06,148.13, 9737,-6100,10889,4225,345,0,158,-962,-97,-157,,\r\n'
b',3602,1.763,lbs,\r\n'b',1969, 2623,406,67.76,,-647,-27,-58,648,-80,-56,-5,29,-49,313.56,-77.56,151.00, 9594,-6180,11013,4113,310,75,126,-957,-102,-184,,\r\n'
b',3667,1.911,lbs,\r\n'b',2105, 2707,1772,69.37,,-861,-111,-288,654,-70,-46,0,-1079,-17,313.44,-79.37,144.38, 9888,-6087,10746,4260,114,-14,-105,-965,-105,-133,,\r\n'
b',3732,2.030,lbs,\r\n'b',2053, 2737,1809,69.24,,-1049,-48,-89,688,-86,-67,-17,-649,147,312.69,-82.69,124.19, 10228,-5936,10419,4476,-77,54,-19,-972,-102,-69,,\r\n'
b',3798,2.121,lbs,\r\n'b',3863,2.144,lbs,\r\n'b',2074, 2732,248,69.33,,-1332,-54,-138,689,-102,-126,-52,1064,119,312.00,-82.50,134.06, 10098,-5925,10546,4490,-327,30,-18,-972,-91,-88,,\r\n'
b',3928,2.157,lbs,\r\n'b',2026, 2734,1709,68.96,,-1224,-47,-256,715,-120,-81,54,650,-231,312.69,-79.12,149.13, 9704,-6122,10906,4225,-262,49,-93,-962,-97,-162,,\r\n'
b',3993,2.131,lbs,\r\n'b',2026, 2756,207,69.15,,-975,-128,-127,724,-81,-43,65,-488,-353,314.75,-78.87,139.19, 9885,-6186,10783,4125,-56,1,-6,-962,-119,-147,,\r\n'
b',4058,2.017,lbs,\r\n'b',2040, 2751,204,69.22,,-885,-190,9,726,-68,-73,1,-426,-204,315.63,-79.44,127.87, 10109,-6204,10526,4117,78,-48,119,-964,-142,-107,,\r\n'
b',4123,1.914,lbs,\r\n'b',2029, 2748,1681,69.14,,-919,-158,-122,726,-68,-88,-57,491,205,315.25,-79.12,132.25, 10013,-6226,10604,4118,43,-22,2,-963,-136,-124,,\r\n'
b',4188,1.891,lbs,\r\n'b',2091, 2738,226,69.46,,-916,-150,-128,744,-96,-46,-105,445,312,313.88,-78.50,144.00, 9763,-6214,10829,4152,44,-35,29,-960,-114,-158,,\r\n'
b',4253,1.894,lbs,\r\n'b',2105, 2731,234,69.54,,-1137,-124,-253,732,-107,-35,-58,268,184,312.81,-77.69,151.75, 9568,-6214,10992,4178,-179,-25,-69,-958,-98,-181,,\r\n'
b',4318,1.910,lbs,\r\n'b',2071, 2684,260,68.96,,-1051,-86,-234,734,-120,-3,2,75,-8,312.50,-77.44,153.44, 9521,-6215,11029,4186,-94,9,-44,-957,-95,-190,,\r\n'
b',4383,1.967,lbs,\r\n'b',2015, 2711,1600,68.72,,-1066,-76,-129,726,-120,-20,87,138,-120,313.06,-76.75,153.56, 9477,-6244,11079,4109,-111,22,71,-954,-99,-201,,\r\n'
b',4448,2.019,lbs,\r\n'b',2065, 2694,1597,68.99,,-934,-74,-108,726,-107,-11,27,-94,-62,313.94,-76.25,152.19, 9479,-6278,11088,4030,18,34,96,-952,-108,-205,,\r\n'
b',4513,2.062,lbs,\r\n'b',2065, 2689,1739,68.98,,-865,-145,-92,713,-102,-9,-68,-543,-6,313.75,-77.50,148.31, 9627,-6252,10944,4111,91,-34,87,-957,-111,-180,,\r\n'
b',4578,2.103,lbs,\r\n'b',2088, 2723,74,69.36,,-925,-163,-101,724,-84,-51,-25,-441,-247,313.19,-79.31,142.63, 9821,-6185,10756,4248,67,-43,48,-963,-109,-144,,\r\n'
b',4643,2.109,lbs,\r\n'b',2036, 2650,327,68.45,,-791,-146,-39,696,-84,-65,-9,203,129,312.75,-80.00,142.06, 9863,-6135,10720,4313,174,-42,94,-965,-104,-133,,\r\n'
b',4708,2.166,lbs,\r\n'b',2028, 2655,210,68.43,,-967,-91,-142,702,-100,-75,30,-392,21,312.44,-80.19,143.44, 9856,-6098,10738,4337,0,7,-9,-966,-98,-133,,\r\n'
b',4773,2.237,lbs,\r\n'b',1990, 2623,199,67.89,,-1093,-82,-100,710,-102,-97,40,-554,-5,312.31,-82.00,133.63, 10078,-5990,10544,4449,-122,15,-6,-971,-98,-93,,\r\n'
b',4838,2.282,lbs,\r\n'b',2131, 2651,126,69.12,,-1034,-92,-37,700,-108,-116,24,-445,54,312.06,-83.19,174.38, 10232,-5904,10404,4544,-67,-2,24,-973,-96,-64,,\r\n'
b',4903,2.314,lbs,\r\n'b',2116, 2719,107,69.53,,-1044,-84,14,702,-128,-152,-3,-703,25,311.75,-84.31,174.50, 10453,-5788,10188,4679,-68,9,36,-975,-93,-22,,\r\n'
b',4968,2.336,lbs,\r\n'b',2239, 2698,1898,70.24,,-960,-95,47,691,-104,-224,-8,-900,-91,311.44,-84.00,5.50, 10759,-5649,9861,4852,8,-25,-11,-975,-94,37,,\r\n'
b',5033,2.346,lbs,\r\n'b',1949, 2520,955,66.88,,-720,-90,79,660,-128,-252,0,-1353,-119,311.44,-80.50,39.75, 11210,-5474,9342,5054,246,12,-45,-967,-103,124,,\r\n'
b',5098,2.332,lbs,\r\n'b',1878, 2513,957,66.26,,-623,-96,217,670,-105,-321,14,-867,-11,311.31,-76.56,28.19, 11581,-5288,8882,5240,330,10,17,-954,-107,199,,\r\n'
b',5163,2.352,lbs,\r\n'b',1874, 2500,860,66.14,,-830,-55,182,644,-104,-408,35,383,124,311.00,-76.81,26.81, 11564,-5251,8910,5268,124,45,-16,-955,-99,195,,\r\n'
b',5228,2.393,lbs,\r\n'b',1863, 2523,915,66.20,,-959,-26,178,651,-116,-398,-32,372,135,310.50,-79.00,28.44, 11371,-5286,9153,5236,-26,70,0,-962,-89,164,,\r\n'
b',5293,2.422,lbs,\r\n'b',1900, 2487,934,66.23,,-1047,-59,108,659,-116,-374,1,44,51,310.19,-79.75,29.12, 11296,-5309,9231,5238,-81,25,-43,-965,-84,152,,\r\n'
b',5358,2.448,lbs,\r\n'b',1938, 2548,863,66.98,,-1016,-100,133,665,-123,-363,6,-715,-110,310.19,-78.50,26.25, 11409,-5254,9092,5291,-55,-13,-41,-961,-86,174,,\r\n'
