Index,Time,Difference,Hz,AveHz,Pressure,Acceleration-X,Acceleration-Y,Acceleration-Z,Magnetic-X,Magnetic-Y,Magnetic-Z,Angular-Vel-X,Angular-Vel-Y,Angular-Vel-Z,Heading,Roll,Pitch,Quaternion-X,Quaternion-Y,Quaternion-Z,Quaternion-W,Linear-Acceleration-X,Linear-Acceleration-Y,Linear-Acceleration-Z,Gravity-X,Gravity-Y,Gravity-Z,Position-X,Position-Y,Position-Z
0,0.0,0.0,0,0,2.6097243066045465e-38,56.0,-111.0,996.0,-16.1875,2.75,-14.0625,0.6875,1.8125,-113.75,293.3125,2.5,1.6875,-0.00042724609375,-0.02685546875,0.54937744140625,0.83514404296875,12.0,-81.0,17.0,43.0,-29.0,979.0,3349,3077,742,
1,0.09800958633422852,0.09800958633422852,10.203083569701421,10.203083569701421,2.6097243066045465e-38,53.0,-100.0,1000.0,-16.875,-0.0625,-14.5,-0.5625,3.5625,-113.75,303.1875,2.4375,1.25,0.00042724609375,-0.0245361328125,0.47528076171875,0.8795166015625,10.0,-78.0,20.0,42.0,-22.0,979.0,3308,3006,640,
2,0.19401931762695312,0.09600973129272461,10.41561086085216,10.30825190224337,2.6097243066045465e-38,52.0,-111.0,998.0,-15.0,-2.75,-17.5625,0.0625,4.9375,-113.875,314.25,2.3125,0.8125,0.00128173828125,-0.021728515625,0.38861083984375,0.921142578125,12.0,-97.0,19.0,40.0,-14.0,979.0,3191,3023,277,
3,0.2840282917022705,0.09000897407531738,11.110003311039003,10.562328076615398,2.6097243066045465e-38,21.0,-105.0,990.0,-15.0,-6.5,-21.0625,0.875,6.25,-114.0,324.125,2.125,0.4375,0.002197265625,-0.01849365234375,0.3074951171875,0.95135498046875,-14.0,-98.0,10.0,35.0,-7.0,979.0,3278,3109,245,
4,0.3740372657775879,0.09000897407531738,11.110003311039003,10.694121591559549,2.6097243066045465e-38,19.0,-109.0,994.0,-13.1875,-12.5,-23.375,0.5,3.5625,-114.0625,334.0625,1.75,0.0,0.0032958984375,-0.0152587890625,0.22406005859375,0.9765625,-11.0,-109.0,14.0,30.0,0.0,980.0,3231,3132,245,
5,0.4640464782714844,0.09000921249389648,11.109973882593517,10.77478277310579,2.6097243066045465e-38,38.0,-107.0,1002.0,-10.0,-15.75,-24.5625,-0.1875,3.0625,-114.125,344.0,1.4375,-0.25,0.0040283203125,-0.012451171875,0.1387939453125,0.990234375,13.0,-111.0,21.0,25.0,4.0,980.0,3118,3214,271,
6,0.5570554733276367,0.09300899505615234,10.75164826150707,10.770920109909863,2.6092220812349324e-38,36.0,-107.0,1013.0,-5.6875,-19.375,-27.25,0.3125,3.1875,-114.125,353.9375,1.0625,-0.4375,0.00469970703125,-0.00927734375,0.0523681640625,0.99859619140625,18.0,-115.0,33.0,18.0,8.0,980.0,3038,3290,340,
7,0.6480648517608643,0.09100937843322754,10.987878581477048,10.801388134197097,2.6092220812349324e-38,41.0,-101.0,1008.0,-3.1875,-20.5,-27.5625,0.8125,3.1875,-114.4375,3.9375,0.625,-0.625,0.0054931640625,-0.0059814453125,-0.0345458984375,0.9993896484375,15.0,-133.0,10.0,11.0,11.0,980.0,2973,3276,330,
8,0.7390739917755127,0.09100914001464844,10.987907366656188,10.824356003627212,2.6092220812349324e-38,24.0,-102.0,1008.0,2.5,-23.0,-29.1875,0.0625,4.1875,-114.3125,15.0,0.125,-0.75,0.0064697265625,-0.00225830078125,-0.1307373046875,0.99139404296875,21.0,-115.0,27.0,2.0,13.0,980.0,2965,3318,242,
9,0.8360836505889893,0.09700965881347656,10.30825190224337,10.764473140528272,2.6092220812349324e-38,32.0,-113.0,1000.0,8.5625,-21.6875,-31.5625,-0.125,3.6875,-114.5625,25.0,-0.25,-0.75,0.0069580078125,0.0010986328125,-0.2164306640625,0.97625732421875,37.0,-126.0,20.0,-5.0,12.0,980.0,2922,3338,92,
10,0.9230923652648926,0.08700871467590332,11.493101624646176,10.833152105131298,2.6105852643810276e-38,31.0,-118.0,995.0,13.6875,-19.875,-33.875,0.4375,3.4375,-114.4375,34.9375,-0.6875,-0.625,0.0074462890625,0.00433349609375,-0.300537109375,0.9537353515625,44.0,-130.0,14.0,-12.0,11.0,980.0,2936,3298,29,
