Index,Time,Difference,Hz,AveHz,Position-X,Position-Y,Position-Z,Velocity-X,Velocity-Y,Velocity-Z
0,0.0,0.0,0,0,10598,4476,6720,0,0,0,
1,0.05192971229553223,0.05192971229553223,19.256798387578108,19.256798387578108,13758,4779,6302,0,0,0,
2,0.10099196434020996,0.049062252044677734,20.382268614358885,19.803555788484648,16369,4897,5702,0,0,0,
3,0.14960575103759766,0.048613786697387695,20.57029636931648,20.052705054407067,17890,5013,4909,0,0,0,
4,0.19962596893310547,0.05002021789550781,19.991916110581506,20.037473187370715,18715,4971,4272,0,0,0,
5,0.2503194808959961,0.050693511962890625,19.726390247573182,19.974474148408063,19105,4919,3735,0,0,0,
6,0.2995002269744873,0.04918074607849121,20.333160428351892,20.033373799449926,19222,4864,3261,22020.2420896,342.555010545,-12255.4092596,
7,0.34867310523986816,0.04917287826538086,20.336413797116066,20.076111104653112,19184,4810,2804,11312.7539622,-349.630406648,-11646.3094076,
8,0.4003582000732422,0.05168509483337402,19.347937799550703,19.9821060203999,19065,4758,2317,4682.85533749,-1016.27924345,-10330.1796041,
9,0.44968128204345703,0.049323081970214844,20.27448326533769,20.014175282328615,18921,4711,1802,826.637796466,-1043.32925768,-9911.62794792,
10,0.4988572597503662,0.04917597770690918,20.335132042722986,20.045814317715077,18711,4551,1412,-1581.08292249,-1476.74750121,-9321.96860137,
11,0.548912763595581,0.050055503845214844,19.97782308000076,20.039614178300287,18585,4514,1025,-2544.95040685,-1398.32439937,-8933.29530568,
12,0.6009745597839355,0.05206179618835449,19.20794273755169,19.967567353124366,18509,4480,777,-2691.70470832,-1315.94452407,-8083.08954633,
13,0.652193546295166,0.05121898651123047,19.5240099055989,19.932733271967297,18426,4467,680,-2524.29156273,-1149.56000744,-6466.76883911,
14,0.7042112350463867,0.0520176887512207,19.224229757354088,19.88039852712349,18389,4477,632,-2072.51892439,-911.596669751,-4557.98334876,
15,0.7563948631286621,0.05218362808227539,19.163098403647762,19.830912042363398,18363,4502,592,-1341.80250068,-188.931961303,-3161.71853609,
16,0.8046810626983643,0.04828619956970215,20.70985103220805,19.88365420996321,18352,4509,591,-915.041971332,-19.6360938054,-1704.41294231,
17,0.8556647300720215,0.05098366737365723,19.6141245130728,19.867594634371695,18342,4529,608,-656.604033653,192.656273347,-664.467555014,
18,0.904728889465332,0.04906415939331055,20.38147626220905,19.89546283930147,0,0,0,-73513.7264732,-17821.8721456,-2712.97807456,
19,0.9323647022247314,0.027635812759399414,36.1849318023,20.378291836513945,18332,4528,643,-259.135316792,231.857915024,50.0085699072,
20,0.9819095134735107,0.0495448112487793,20.18374830370634,20.368475634022406,18328,4539,693,-157.988177844,167.01607372,455.908741777,
21,1.0325329303741455,0.050623416900634766,19.753704139782414,20.338334383573127,18315,4579,735,-167.356257085,316.619945837,651.332460008,
22,1.0828220844268799,0.050289154052734375,19.885003413487066,20.317280480702646,18331,4572,738,-49.4123315711,193.157296142,583.963918568,
23,1.1339993476867676,0.051177263259887695,19.53992723139206,20.282198615825873,18374,4517,665,72900.1703369,17921.5233162,2638.43546718,
24,1.1854586601257324,0.051459312438964844,19.43282862914435,20.245328502180335,18404,4443,533,282.978341827,-334.071653546,-432.328022236,
25,1.2371914386749268,0.051732778549194336,19.330104201711656,20.20705868024421,18360,4494,664,125.086419385,-175.90277726,-113.359567568,
26,1.2864980697631836,0.049306631088256836,20.281247733393936,20.209902067545297,18335,4538,774,78.5561438359,-161.040094864,153.18448048,
27,1.3347277641296387,0.04822969436645508,20.734114390231845,20.228844207497552,18347,4550,828,63.7677526024,-87.6806598283,358.693608388,
28,1.3859944343566895,0.05126667022705078,19.505850400878025,20.202101325894734,18367,4506,923,-27.9251920087,-43.882444585,1029.24279118,
29,1.434915542602539,0.04892110824584961,20.441074126419416,20.210248714291602,18358,4486,1018,-186.117925276,173.979799714,1962.3302991,
30,1.4828283786773682,0.0479128360748291,20.871233721965954,20.231606321669517,18350,4489,1103,-40.7476565602,-20.3738282801,1788.82212299,
31,1.533475399017334,0.05064702033996582,19.744498161738747,20.215518305585537,18360,4476,1170,100.63012831,-249.562718208,1593.98123243,
32,1.5837013721466064,0.05022597312927246,19.91001742118929,20.205829560295218,18372,4426,1212,101.159828904,-501.752751365,1553.81497197,
33,1.6337661743164062,0.050064802169799805,19.9741126831661,20.198728874900183,18380,4399,1232,52.3005630425,-430.473865042,1243.14415232,
34,1.6889848709106445,0.05521869659423828,18.109808120757844,20.13043490535728,18370,4404,1247,46.5665664758,-318.204870918,888.645310247,
35,1.7389214038848877,0.049936532974243164,20.02541907576546,20.12741917018632,18387,4396,1248,144.076785621,-362.138947642,564.625240947,
36,1.7892746925354004,0.050353288650512695,19.859676037064922,20.11988441472228,18404,4378,1245,171.228445079,-381.372445859,291.866667749,
37,1.8390226364135742,0.04974794387817383,20.101333282212998,20.119382582563894,18438,4337,1242,257.239160514,-346.88311039,116.926891143,
38,1.8890306949615479,0.05000805854797363,19.99677710024839,20.11613686392402,18509,4375,900,515.88180103,-95.978009494,-1327.695798,
39,1.9421780109405518,0.053147315979003906,18.815625616824274,20.0805486316433,18556,4279,1293,732.079523296,-491.988926946,181.051925116,
40,1.9934706687927246,0.05129265785217285,19.495967685707246,20.065507171080974,18582,4307,1176,763.971958994,-348.684637695,-282.08195409,
41,2.0448429584503174,0.05137228965759277,19.465747130704365,20.050439487574057,18552,4335,1236,575.259035786,-167.136071208,-34.9819683924,
42,2.097668170928955,0.052825212478637695,18.93035452350326,20.022232582859015,18564,4330,1242,483.134679101,-26.8408155056,0.0,
43,2.147473096847534,0.0498049259185791,20.078335256131012,20.02353373512502,18605,4349,1116,374.095656799,-101.317573716,841.715227798,
44,2.1983673572540283,0.05089426040649414,19.648581038666578,20.014853229516753,18604,4292,1446,187.411520842,50.7572868947,597.374222684,
45,2.248295545578003,0.04992818832397461,20.02876598508218,20.015162191868853,18638,4380,962,220.198723607,287.044764702,-841.473693783,
46,2.3013272285461426,0.05303168296813965,18.856652175281322,19.98846553823655,18643,4377,1359,357.460163333,164.981613846,483.160440548,
47,2.3541126251220703,0.052785396575927734,18.944633646193733,19.965060081848403,18678,4412,1179,441.348278142,317.461042172,-243.902995815,
48,2.40547776222229,0.05136513710021973,19.468457721603595,19.954455931305475,18697,4471,1136,355.366018483,471.246241902,77.2534822789,
49,2.458071231842041,0.05259346961975098,19.013767435956716,19.9343287392368,18713,4458,1306,415.68211051,633.057159126,-533.903628178,
50,2.5087852478027344,0.05071401596069336,19.718414743077428,19.92996413056535,18737,4434,1263,381.763984269,208.23490051,1160.71676025,
51,2.5636892318725586,0.05490398406982422,18.21361449340814,19.89320677637235,18780,4437,1194,522.959130312,229.033195757,-629.841288332,
52,2.6148836612701416,0.05119442939758301,19.533375247409477,19.88616196207435,18810,4443,1272,504.283787993,118.430283544,355.290850632,
53,2.665290594100952,0.05040693283081055,19.838540927623427,19.885261335969936,18857,4434,1312,617.702895157,-142.843794505,679.473184673,
54,2.7185869216918945,0.05329632759094238,18.76301886454834,19.863260420010207,18910,4408,1222,751.185617724,-190.656248153,-320.302496898,
55,2.768564224243164,0.04997730255126953,20.00908310275737,19.86589276795095,19027,4277,1355,1132.39784571,-613.056764746,359.243454501,
56,2.819141387939453,0.05057716369628906,19.771769053814534,19.864204129517294,19182,4111,1026,1574.48144187,-1276.81828371,-657.992244365,
57,2.8656418323516846,0.046500444412231445,21.50517081374303,19.890831909451517,0,0,0,-75108.095819,-17740.8436855,-5079.08016384,
58,3.2931759357452393,0.4275341033935547,2.3389946955400602,17.612177767500512,0,0,0,-26254.5917709,-6173.45600637,-1826.69695091,
59,3.353731155395508,0.060555219650268555,16.51385307122018,17.592346334941116,19456,4413,-15,746.453664324,6.8356562667,-1691.14136038,
60,3.4022884368896484,0.048557281494140625,20.594233639720322,17.63518911255262,19475,4125,1711,614.596268034,-208.523733797,488.38453442,
61,3.4519102573394775,0.0496218204498291,20.15242469814394,17.671374819290666,0,0,0,-26175.0408958,-5609.71708491,-1400.04128658,
62,3.5069780349731445,0.05506777763366699,18.159439929688144,17.679038585844687,0,0,0,0.0,0.0,0.0,
63,3.5784995555877686,0.07152152061462402,13.981805635652687,17.60514400557254,0,0,0,0.0,0.0,0.0,
64,3.645871639251709,0.06737208366394043,14.84294303539895,17.554101277448037,0,0,0,-63899.3159178,-14493.6102562,49.2644808166,
65,3.714691400527954,0.06881976127624512,14.530710096275433,17.498088802413523,0,0,0,-59288.8812757,-12557.9787041,-5208.89734854,
66,3.7849643230438232,0.07027292251586914,14.23023213207304,17.437416674755756,0,0,0,0,0,0,
67,3.852947473526001,0.06798315048217773,14.709527182947443,17.389284556917502,0,0,0,0,0,0,
68,3.9227991104125977,0.06985163688659668,14.316056782226713,17.33456088013842,0,0,0,0,0,0,
69,3.9917237758636475,0.0689246654510498,14.508594179687364,17.285765216825705,0,0,0,0,0,0,
70,4.061816692352295,0.07009291648864746,14.266776874121996,17.233667913128137,0,0,0,0,0,0,
71,4.128214120864868,0.06639742851257324,15.060824227712924,17.198720299209036,0,0,0,0,0,0,
72,4.193260669708252,0.06504654884338379,15.373605791258132,17.170408822929062,0,0,0,0,0,0,
73,4.263674259185791,0.07041358947753906,14.201804046916054,17.12138300498134,0,0,0,0,0,0,
74,4.330346584320068,0.06667232513427734,14.99872695284004,17.0887014605135,0,0,0,0,0,0,
75,4.397383213043213,0.06703662872314453,14.917217930661659,17.055597924133654,0,0,0,0,0,0,
76,4.466282606124878,0.06889939308166504,14.51391594719449,17.016388505236257,0,0,0,0,0,0,
77,4.536307334899902,0.07002472877502441,14.280669379138931,16.97415856452307,0,0,0,0,0,0,
78,4.606528043746948,0.0702207088470459,14.240813236137944,16.932492163133524,0,0,0,0,0,0,
79,4.672631502151489,0.06610345840454102,15.12780154224585,16.90696130512857,0,0,0,0,0,0,
