Index,Time,Difference,Hz,AveHz,0x6104 Angular-Vel-X,0x6104 Angular-Vel-Y,0x6104 Angular-Vel-Z,0x6104 Range,0x6104 Smoothed Range,0x6104 Velocity,
0,0.0009999275207519531,0.0009999275207519531,1000.072484501669,0.0,0.1875,0.0,0.125,1268,1268.0,,
1,0.04700016975402832,0.04600024223327637,21.739015958411727,21.27651889840869,-0.125,-0.0625,0.0,1282,1282.0,304.3462234177642,
2,0.09800004959106445,0.05099987983703613,19.607889336119566,20.408152938142575,0.0,0.0,-0.0625,1273,1273.0,-176.47100402507607,
3,0.15900015830993652,0.06100010871887207,16.393413405353854,18.867905742283266,0.0625,0.125,-0.0625,1278,1278.0,81.96706702676927,
4,0.20599985122680664,0.04699969291687012,21.276734760134126,19.417489751465812,0.125,0.0,0.0,1301,1301.0,489.36489948308486,
5,0.25300002098083496,0.04700016975402832,21.27651889840869,19.762844210905246,0.0,-0.0625,0.0,1297,1297.0,-85.10607559363476,
6,0.30500006675720215,0.05200004577636719,19.230752301654256,19.672126841783122,0.0625,-0.125,0.125,1325,1325.0,538.4610644463191,
7,0.36300015449523926,0.05800008773803711,17.241353228922595,19.283738349185207,-0.125,0.125,0.0,1282,1282.0,-741.3781888436716,
8,0.4089999198913574,0.045999765396118164,21.739241306747797,19.559906031583182,-0.0625,0.0,-0.0625,1264,1264.0,-391.30634352146035,
9,0.45799994468688965,0.04900002479553223,20.408152938142575,19.650657395063277,-0.1875,-0.0625,-0.0625,1301,1301.0,755.1016587112753,
10,0.505000114440918,0.04700016975402832,21.27651889840869,19.80197571058163,-0.1875,-0.1875,-0.0625,1320,1320.0,404.2538590697651,
11,0.5520000457763672,0.04699993133544922,21.276626828723902,19.927534579329457,0.125,0.0625,0.0625,1240,1240.0,-1702.130146297912,
12,0.6019999980926514,0.04999995231628418,20.000019073504518,19.93355488043229,0.25,0.0625,0.125,1297,1297.0,1140.0010871897575,
13,0.6489999294281006,0.04699993133544922,21.276626828723902,20.030818819126242,-0.0625,0.0625,0.0625,1320,1320.0,489.3624170606497,
14,0.6990001201629639,0.05000019073486328,19.999923706345726,20.028608860233188,0.0625,0.0625,0.0625,1325,1325.0,99.99961853172863,
15,0.749000072479248,0.04999995231628418,20.000019073504518,20.026700331748756,0.0625,-0.0625,-0.0625,1334,1334.0,180.00017166154066,
16,0.7979998588562012,0.048999786376953125,20.40825223822499,20.050128859588163,-0.1875,0.0,-0.0625,1329,1329.0,-102.04126119112495,
17,0.8470001220703125,0.04900026321411133,20.40805363902648,20.070835360031708,-0.125,0.0,0.0625,1287,1287.0,-857.1382528391122,
18,0.8940000534057617,0.04699993133544922,21.276626828723902,20.134226985141243,0.0,-0.0625,-0.125,1287,1287.0,0.0,
19,0.9440000057220459,0.04999995231628418,20.000019073504518,20.127118522067484,-0.125,-0.0625,0.125,1268,1268.0,-380.00036239658584,
20,0.9920001029968262,0.04800009727478027,20.833291113462177,20.161288229285585,-0.0625,0.0,0.125,1320,1320.0,1083.3311379000334,
21,1.0840001106262207,0.09200000762939453,10.869564315997886,19.37269174988222,-0.1875,-0.0625,0.0625,1320,1320.0,0.0,
22,1.133000135421753,0.04900002479553223,20.408152938142575,19.417473407283065,-0.0625,0.0625,0.0,1297,1297.0,-469.3875175772792,
23,1.1790001392364502,0.046000003814697266,21.739128631995772,19.50805537215235,0.0,0.0,0.25,1306,1306.0,195.65215768796193,
24,1.2310001850128174,0.05200004577636719,19.230752301654256,19.4963415052209,0.125,0.0,0.0625,1278,1278.0,-538.4610644463191,
25,1.2790000438690186,0.04799985885620117,20.833394593842822,19.54652004887674,0.1875,0.0,-0.0625,1320,1320.0,875.0025729413985,
26,1.3259999752044678,0.04699993133544922,21.276626828723902,19.607843503911702,0.125,-0.0625,-0.0625,1306,1306.0,-297.8727756021346,
27,1.374000072479248,0.04800009727478027,20.833291113462177,19.650653985251363,0.0,0.125,0.0,1320,1320.0,291.6660755884705,
28,1.4240000247955322,0.04999995231628418,20.000019073504518,19.66292100593217,-0.125,-0.0625,-0.125,1282,1282.0,-760.0007247931717,
29,1.4720001220703125,0.04800009727478027,20.833291113462177,19.701085322746167,0.125,0.0,-0.0625,1325,1325.0,895.8315178788737,
30,1.5169999599456787,0.04499983787536621,22.222302284058216,19.775873956565068,0.0,-0.0625,0.0,1306,1306.0,-422.2237433971061,
31,1.563000202178955,0.04600024223327637,21.739015958411727,19.833650665421136,0.125,0.0625,-0.125,1334,1334.0,608.6924468355284,
32,1.6119999885559082,0.048999786376953125,20.40825223822499,19.851116766239457,0.0625,0.0,0.0,1268,1268.0,-1346.9446477228494,
33,1.6610000133514404,0.04900002479553223,20.408152938142575,19.867549509174953,0.125,0.0,0.0,1282,1282.0,285.71414113399607,
34,1.7070002555847168,0.04600024223327637,21.739015958411727,19.917981786331733,0.3125,0.0625,0.0,1320,1320.0,826.0826064196456,
35,1.753999948501587,0.04699969291687012,21.276734760134126,19.954390551664453,-0.1875,-0.0625,0.0,1273,1273.0,-1000.0065337263038,
36,1.805999994277954,0.05200004577636719,19.230752301654256,19.93355488043229,-0.0625,0.0625,0.0,1301,1301.0,538.4610644463191,
37,1.8529999256134033,0.04699993133544922,21.276626828723902,19.967620877130795,-0.0625,0.0625,0.0,1320,1320.0,404.25590974575414,
38,1.9010000228881836,0.04800009727478027,20.833291113462177,19.989478980787553,-0.125,0.125,0.0625,1334,1334.0,291.6660755884705,
39,1.94700026512146,0.04600024223327637,21.739015958411727,20.030813913405943,-0.0625,0.0,-0.1875,1325,1325.0,-195.65114362570554,
40,1.996999979019165,0.04999971389770508,20.00011444157281,20.0300452780406,0.0,0.0,0.125,1334,1334.0,180.00102997415527,
41,2.0470001697540283,0.05000019073486328,19.999923706345726,20.029309526108463,-0.0625,-0.0625,-0.125,1320,1320.0,-279.99893188884016,
42,2.0939998626708984,0.04699969291687012,21.276734760134126,20.057307905660018,0.0,0.125,0.0,1282,1282.0,-808.5159208850968,
43,2.1410000324249268,0.04700016975402832,21.27651889840869,20.084072558979646,15.9375,0.125,0.0,1334,1334.0,1106.3789827172518,
44,2.185999870300293,0.04499983787536621,22.222302284058216,20.128089025895356,-0.0625,-0.125,0.0625,1306,1306.0,-622.2244639536301,
45,2.2339999675750732,0.04800009727478027,20.833291113462177,20.143241115999604,-0.125,-0.0625,-0.0625,1325,1325.0,395.8325311557814,
46,2.2779998779296875,0.04399991035461426,22.72731903180185,20.193152969703466,-0.125,0.0,0.0625,1325,1325.0,0.0,
47,2.3360002040863037,0.05800032615661621,17.241282355891165,20.11986125591262,-0.125,-0.0625,-0.0625,1376,1376.0,879.3054001504495,
48,2.385999917984009,0.04999971389770508,20.00011444157281,20.117351906934015,0.0,0.125,0.0625,1329,1329.0,-940.0053787539221,
49,2.444000005722046,0.05800008773803711,17.241353228922595,20.049099789393672,0.0625,-0.0625,0.0,1320,1320.0,-155.17217906030336,
50,2.49399995803833,0.04999995231628418,20.000019073504518,20.04811581445566,0.0,0.0,0.0625,1358,1358.0,760.0007247931717,
51,2.567000150680542,0.07300019264221191,13.698593987295263,19.867548502667326,-0.0625,0.0,-0.25,1334,1334.0,-328.76625569508633,
52,2.6150002479553223,0.04800009727478027,20.833291113462177,19.885275361124336,-0.125,0.0,-0.0625,1320,1320.0,-291.6660755884705,
53,2.680000066757202,0.06499981880187988,15.384658271863962,19.776118910373743,-0.0625,-0.0625,0.0625,1315,1315.0,-76.9232913593198,
54,2.7260000705718994,0.046000003814697266,21.739128631995772,19.8092438011827,0.0,-0.0625,0.0,1320,1320.0,108.69564315997886,
55,2.820000171661377,0.0410001277923584,24.390167881046946,19.50354491205483,0.0,-0.0625,-0.0625,1343,1343.0,560.9738612640797,
56,2.868000030517578,0.04799985885620117,20.833394593842822,19.525801744811652,0.25,0.0,0.0,1306,1306.0,-770.8355999721845,
57,2.9170000553131104,0.04900002479553223,20.408152938142575,19.540623558158153,0.0,0.0,0.0625,1343,1343.0,755.1016587112753,
58,2.9649999141693115,0.04799985885620117,20.833394593842822,19.561551999656484,-0.0625,0.125,-0.0625,1325,1325.0,-375.0011026891708,
59,3.013000011444092,0.04800009727478027,20.833291113462177,19.581812072985045,0.0625,0.0,-0.0625,1343,1343.0,374.99924004231923,
60,3.061000108718872,0.04800009727478027,20.833291113462177,19.60143674255273,0.0625,-0.0625,0.0625,1339,1339.0,-83.33316445384871,
61,3.11299991607666,0.051999807357788086,19.23084047445473,19.59524627192371,0.125,0.0,0.125,1315,1315.0,-461.5401713869135,
62,3.1600000858306885,0.04700016975402832,21.27651889840869,19.620252631639307,0.0,0.0625,-0.0625,1353,1353.0,808.5077181395302,
63,3.2080001831054688,0.04800009727478027,20.833291113462177,19.638402869108802,-0.125,0.0625,0.0,1320,1320.0,-687.4986067442519,
64,3.256999969482422,0.048999786376953125,20.40825223822499,19.649984832566762,-0.0625,0.0,-0.125,1343,1343.0,469.38980147917476,
65,3.305999994277954,0.04900002479553223,20.408152938142575,19.661222054598433,0.125,-0.0625,-0.0625,1320,1320.0,-469.3875175772792,
66,3.3519999980926514,0.046000003814697266,21.739128631995772,19.68973748137088,0.1875,0.125,-0.0625,1320,1320.0,0.0,
67,3.4000000953674316,0.04800009727478027,20.833291113462177,19.70588180020608,-0.0625,0.125,-0.0625,1325,1325.0,104.16645556731089,
68,3.449000120162964,0.04900002479553223,20.408152938142575,19.715858982570005,0.125,0.0,0.0,1315,1315.0,-204.08152938142575,
69,3.496999979019165,0.04799985885620117,20.833394593842822,19.731198288240495,0.125,0.125,0.0625,1287,1287.0,-583.335048627599,
70,3.5400002002716064,0.043000221252441406,23.255694293508395,19.774010180742152,0.1875,0.0,-0.0625,1287,1287.0,0.0,
71,3.5889999866485596,0.048999786376953125,20.40825223822499,19.782669340798865,0.0,0.0625,-0.125,1282,1282.0,-102.04126119112495,
72,3.639000177383423,0.05000019073486328,19.999923706345726,19.785654435381392,-0.0625,0.0,0.0,1297,1297.0,299.9988555951859,
73,3.69100022315979,0.05200004577636719,19.230752301654256,19.77783678850775,0.125,0.0,0.0,1334,1334.0,711.5378351612075,
74,3.741999864578247,0.05099964141845703,19.607981001178075,19.77552182737462,0.0625,0.0,-0.125,1306,1306.0,-549.0234680329861,
75,3.7910001277923584,0.04900026321411133,20.40805363902648,19.783697565759596,-0.125,0.0625,0.0,1339,1339.0,673.4657700878738,
76,3.8410000801086426,0.04999995231628418,20.000019073504518,19.78651351599304,-0.1875,0.0,0.0,1287,1287.0,-1040.000991822235,
77,3.891000270843506,0.05000019073486328,19.999923706345726,19.789255882860076,-0.0625,-0.0625,0.0,1287,1287.0,0.0,
78,3.9600000381469727,0.0689997673034668,14.492802498911564,19.696969507227333,-0.125,0.0625,0.125,1287,1287.0,0.0,
79,4.008000135421753,0.04800009727478027,20.833291113462177,19.710578176337062,-0.1875,0.0,-0.0625,1273,1273.0,-291.6660755884705,
80,4.057999849319458,0.04999971389770508,20.00011444157281,19.71414563098525,-0.1875,0.0625,-0.0625,1292,1292.0,380.00217438988335,
81,4.108000040054321,0.05000019073486328,19.999923706345726,19.71762395575072,-0.125,0.0625,-0.1875,1292,1292.0,0.0,
82,4.1579999923706055,0.04999995231628418,20.000019073504518,19.72101975720525,-0.125,0.1875,0.0,1358,1358.0,1320.0012588512982,
83,4.207000255584717,0.04900026321411133,20.40805363902648,19.729021858227604,0.125,0.125,-0.0625,1282,1282.0,-1551.0120765660124,
84,4.252000093460083,0.04499983787536621,22.222302284058216,19.755408784961865,-0.125,-0.125,-0.125,1320,1320.0,844.4474867942122,
85,4.301000118255615,0.04900002479553223,20.408152938142575,19.762845306424683,-0.1875,-0.125,-0.125,1320,1320.0,0.0,
86,4.351000070571899,0.04999995231628418,20.000019073504518,19.765570812481297,-0.0625,-0.125,0.0,1325,1325.0,100.00009536752259,
87,4.455000162124634,0.05200004577636719,19.230752301654256,19.5286188179416,-0.25,-0.0625,0.0,1264,1264.0,-1173.0758904009097,
88,4.505000114440918,0.04999995231628418,20.000019073504518,19.533850780139442,0.0625,-0.0625,-15.875,1366,1366.0,2040.0019454974608,
89,4.549999952316284,0.04499983787536621,22.222302284058216,19.56043976543175,0.0,0.0,0.0625,1278,1278.0,-1955.5626009971231,
90,4.605000019073486,0.05500006675720215,18.18179611334839,19.54397386041874,-0.1875,-0.1875,0.0,1329,1329.0,927.2716017807679,
91,4.6540000438690186,0.04900002479553223,20.408152938142575,19.55307244138932,0.0,0.0,-0.0625,1343,1343.0,285.71414113399607,
92,4.703000068664551,0.04900002479553223,20.408152938142575,19.56198142819165,-0.25,-0.0625,15.9375,1250,1250.0,-1897.9582232472594,
93,4.753000020980835,0.04999995231628418,20.000019073504518,19.566589436035475,0.1875,0.0625,-0.0625,1306,1306.0,1120.001068116253,
94,4.801000118255615,0.04800009727478027,20.833291113462177,19.579253839750738,0.1875,0.0625,0.125,1264,1264.0,-874.9982267654115,
95,4.8480000495910645,0.04699993133544922,21.276626828723902,19.59570937050906,0.0625,0.125,-0.125,1278,1278.0,297.8727756021346,
96,4.89300012588501,0.04500007629394531,22.222184546263723,19.619864608655867,0.125,-0.0625,-0.0625,1325,1325.0,1044.4426736743949,
97,4.943000078201294,0.04999995231628418,20.000019073504518,19.62370998693111,-0.0625,0.125,0.0625,1287,1287.0,-760.0007247931717,
98,4.990000009536743,0.04699993133544922,21.276626828723902,19.63927851958021,0.0,0.0,-0.1875,1320,1320.0,702.1286853478887,
99,5.037999868392944,0.04799985885620117,20.833394593842822,19.650655535165725,0.0625,-0.0625,0.0,1334,1334.0,291.6675243137995,
100,5.085999965667725,0.04800009727478027,20.833291113462177,19.661816884592,0.125,0.125,0.1875,1278,1278.0,-1166.664302353882,
101,5.134000062942505,0.04800009727478027,20.833291113462177,19.67276952897285,0.0625,0.0625,-0.0625,1292,1292.0,291.6660755884705,
102,5.181999921798706,0.04799985885620117,20.833394593842822,19.683520173538547,0.125,0.125,0.0625,1268,1268.0,-500.0014702522277,
103,5.232000112533569,0.05000019073486328,19.999923706345726,19.686543919075486,0.125,-0.125,-0.125,1292,1292.0,479.9981689522974,
104,5.281000137329102,0.04900002479553223,20.408152938142575,19.693239404572076,0.125,0.0,-0.1875,1297,1297.0,102.04076469071288,
105,5.331000089645386,0.04999995231628418,20.000019073504518,19.696116720002628,-0.0625,0.0,0.0,1334,1334.0,740.0007057196672,
106,5.379000186920166,0.04800009727478027,20.833291113462177,19.70626442024573,0.0625,0.0625,-0.0625,1380,1380.0,958.3313912192602,
107,5.42900013923645,0.04999995231628418,20.000019073504518,19.708969838974582,0.0,0.0,0.0,1394,1394.0,280.00026702906325,
108,5.477999925613403,0.048999786376953125,20.40825223822499,19.715224802217683,-0.1875,0.0,-0.25,1358,1358.0,-734.6970805760997,
109,5.527000188827515,0.04900026321411133,20.40805363902648,19.721367156877736,0.0,0.0,15.8125,1301,1301.0,-1163.2590574245094,
110,5.575999975204468,0.048999786376953125,20.40825223822499,19.72740324410894,-0.0625,0.0,-0.0625,1362,1362.0,1244.9033865317244,
111,5.625999927520752,0.04999995231628418,20.000019073504518,19.729826062922672,0.0625,0.0,-0.1875,1329,1329.0,-660.0006294256491,
112,5.674000024795532,0.04800009727478027,20.833291113462177,19.739160999393196,0.125,0.0,-0.0625,1358,1358.0,604.1654422904031,
113,5.7230000495910645,0.04900002479553223,20.408152938142575,19.74488887311374,0.125,0.125,0.0,1353,1353.0,-102.04076469071288,
114,5.772000074386597,0.04900002479553223,20.408152938142575,19.750519495985113,0.1875,0.0,0.0625,1339,1339.0,-285.71414113399607,
115,5.822000026702881,0.04999995231628418,20.000019073504518,19.75266222475902,0.125,0.0,-0.0625,1339,1339.0,0.0,
116,5.871000051498413,0.04900002479553223,20.408152938142575,19.75813302375873,0.1875,-0.0625,-0.0625,1301,1301.0,-775.5098116494178,
117,5.917999982833862,0.04699993133544922,21.276626828723902,19.77019268999288,0.125,0.0625,0.0,1315,1315.0,297.8727756021346,
118,5.96399998664856,0.046000003814697266,21.739128631995772,19.785378984601493,-0.0625,0.0625,-0.0625,1320,1320.0,108.69564315997886,
119,6.013000011444092,0.04900002479553223,20.408152938142575,19.790453978632335,0.125,0.0,0.0625,1329,1329.0,183.67337644328316,
120,6.063000202178955,0.05000019073486328,19.999923706345726,19.792181428078088,0.0625,0.0625,-0.0625,1311,1311.0,-359.99862671422306,
121,6.111999988555908,0.048999786376953125,20.40825223822499,19.79712045591624,0.0,0.0625,-0.0625,1306,1306.0,-102.04126119112495,
122,6.208000183105469,0.04500007629394531,22.222184546263723,19.652061276030945,0.0625,0.0625,0.0,1273,1273.0,-733.3320900267029,
123,6.256999969482422,0.048999786376953125,20.40825223822499,19.65798315485281,15.875,0.0,-0.0625,1297,1297.0,489.79805371739974,
124,6.308000087738037,0.051000118255615234,19.607797671918096,19.657577405720158,0.0625,-0.0625,0.0625,1254,1254.0,-843.1352998924782,
125,6.397000074386597,0.04199981689453125,23.80962761126249,19.540409339761677,0.0,-0.0625,0.0,0,0.0,-29857.27302452316,
126,6.439000129699707,0.04200005531311035,23.809492452926584,19.56825554620329,0.1875,0.0,0.0,1278,1278.0,30428.531354840175,
127,6.486000061035156,0.04699993133544922,21.276626828723902,19.58063503004824,0.0,0.0625,0.125,1343,1343.0,1382.9807438670537,
128,6.537999868392944,0.051999807357788086,19.23084047445473,19.57785294839149,0.0,0.1875,0.0,1320,1320.0,-442.3093309124588,
129,6.588000059127808,0.05000019073486328,19.999923706345726,19.58105629056088,-0.125,0.0,-0.125,1297,1297.0,-459.9982452459517,
130,6.640000104904175,0.05200004577636719,19.230752301654256,19.578312943697778,0.0625,0.0,0.0,1339,1339.0,807.6915966694788,
131,6.694000005722046,0.053999900817871094,18.51855253165675,19.56976395100402,-0.125,-0.125,-0.125,1343,1343.0,74.074210126627,
132,6.740999937057495,0.04699993133544922,21.276626828723902,19.581664624316723,-0.0625,0.0625,0.0,1306,1306.0,-787.2351926627844,
133,6.788000106811523,0.04700016975402832,21.27651889840869,19.593399809546128,0.0625,-0.0625,-0.125,1339,1339.0,702.1251236474867,
134,6.837000131607056,0.04900002479553223,20.408152938142575,19.599239055229173,0.0625,0.125,0.125,1282,1282.0,-1163.2647174741267,
135,6.88700008392334,0.04999995231628418,20.000019073504518,19.60214873746511,-0.125,0.0625,-0.125,1282,1282.0,0.0,
136,6.936000108718872,0.04900002479553223,20.408152938142575,19.607842829910243,0.0625,0.0,-0.1875,1334,1334.0,1061.2239527834138,
137,6.983000040054321,0.04699993133544922,21.276626828723902,19.619074783641885,0.125,0.0,0.0625,1329,1329.0,-106.3831341436195,
138,7.0329999923706055,0.04999995231628418,20.000019073504518,19.62178304417778,-0.125,-0.0625,0.0,1357,1357.0,560.0005340581265,
139,7.080000162124634,0.04700016975402832,21.27651889840869,19.63276791201196,0.0625,-0.0625,-0.0625,1329,1329.0,-595.7425291554433,
140,7.128999948501587,0.048999786376953125,20.40825223822499,19.63809805180683,0.0,-0.0625,0.0,1343,1343.0,285.7155313351499,
141,7.176000118255615,0.04700016975402832,21.27651889840869,19.648829107638743,-0.0625,0.0625,0.0625,1334,1334.0,-191.4886700856782,
142,7.26800012588501,0.042999982833862305,23.25582323750381,19.537699166276354,0.1875,0.125,0.0,1358,1358.0,558.1397577000915,
143,7.315999984741211,0.04799985885620117,20.833394593842822,19.546200150116366,-0.0625,-0.0625,0.0625,1311,1311.0,-979.1695459106127,
144,7.365000009536743,0.04900002479553223,20.408152938142575,19.551934801566627,0.1875,-0.125,0.0625,1339,1339.0,571.4282822679921,
145,7.436000108718872,0.0710000991821289,14.084487367190963,19.499730753094575,0.125,-0.0625,-0.0625,1320,1320.0,-267.6052599766283,
146,7.480999946594238,0.04499983787536621,22.222302284058216,19.516107611585696,-0.0625,0.125,-0.0625,1353,1353.0,733.3359753739212,
147,7.5320000648498535,0.051000118255615234,19.607797671918096,19.51672845649801,-0.0625,0.0625,0.125,1287,1287.0,-1294.1146463465943,
148,7.575000047683716,0.042999982833862305,23.25582323750381,19.537953672390465,0.0,0.125,-0.0625,1301,1301.0,325.58152532505335,
149,7.624000072479248,0.04900002479553223,20.408152938142575,19.543546508853417,0.0625,-0.125,0.0,1329,1329.0,571.4282822679921,
150,7.672000169754028,0.04800009727478027,20.833291113462177,19.551615834337127,-0.0625,-0.0625,-0.0625,1329,1329.0,0.0,
151,7.7190001010894775,0.04699993133544922,21.276626828723902,19.562119189334837,0.0,0.0625,0.0,1325,1325.0,-85.10650731489561,
152,7.767000198364258,0.04800009727478027,20.833291113462177,19.56997503772582,-0.0625,0.0,-0.0625,1352,1352.0,562.4988600634788,
153,7.812000036239624,0.04499983787536621,22.222302284058216,19.58525336536582,0.0625,0.0,-0.0625,1315,1315.0,-822.225184510154,
154,7.861000061035156,0.04900002479553223,20.408152938142575,19.590382750832962,-0.125,0.0,-0.125,1353,1353.0,775.5098116494178,
