,Time,Range,yhat,velocity,yhat2
0,0.0,2801.0,2493.087784626023,,
1,0.04836320877075195,2787.0,2839.0612510178207,7153.6499580033615,
2,0.04886794090270996,2796.0,3115.790652367595,548269.8323093832,
3,0.048358917236328125,2789.0,3332.4990575562674,-425733.45701005566,
4,0.049150943756103516,2615.0,3497.6100516028064,208466.49692154562,
5,0.05379915237426758,4749.0,3618.788757916559,26069.980129595708,
6,0.05151796340942383,4749.0,3702.9819126347898,-36907.575836882745,
7,0.055392980575561516,3876.0,3756.456991045414,13799.959101580911,
8,0.04874110221862793,3690.0,3784.840386094941,-4266.974458416222,
9,0.04497981071472168,3573.0,3793.154638981623,-2210.4782035764283,
10,0.05090904235839844,3606.0,3785.8547218337953,-1231.1742206281888,
11,0.04885411262512207,3625.0,3766.8633724734345,9241.84854247114,
12,0.05025196075439453,3599.0,3739.6054812649118,-19499.894614953424,
13,0.051538944244384766,3590.0,3707.041530048946,-25302.539985352156,
14,0.04634904861450195,3583.0,3671.7000831617697,6809.66427989113,
15,0.04616594314575195,3573.0,3635.7093305394947,196557.4969877849,
16,0.046376943588256836,3603.0,3600.8276829076717,-165315.51885733954,
17,0.0477910041809082,3588.0,3568.4734190560725,-22880.394248831195,
18,0.04918003082275391,3564.0,3539.753385198652,-20676.373650586098,
19,0.0482640266418457,3539.0,3515.4907464187327,26487.476024250187,
20,0.04711294174194336,3513.0,3496.251790199388,16713.759533269007,
21,0.04503202438354492,3497.0,3482.371782039019,6670.139063596288,
22,0.05309104919433594,3493.0,3473.979873152142,-1041.3057514899624,
23,0.0448000431060791,3491.0,3471.023060255391,356.62896218816127,
24,0.05077385902404785,3492.0,3473.2891974386885,379.3449973041527,
25,0.05094718933105469,3503.0,3480.4290601216653,41192.23467766238,
26,0.04713582992553711,3522.0,3491.9774610952427,-3029.995270679311,
27,0.04622316360473633,3534.0,3507.37341864845,-16869.207510252607,
28,0.04526185989379883,3553.0,3525.97937678043,-19354.921779959448,
29,0.046781063079833984,3569.0,3547.099477497631,13902.090853509108,
30,0.04509592056274414,3586.0,3569.996885196234,-13587.816737391144,
31,0.047022104263305664,3609.0,3593.9101631297895,12414.84803686391,
32,0.04786491394042969,3632.0,3618.068701961977,28664.28742800528,
33,0.0480351448059082,3654.0,3641.7072004047004,138861.4125662598,
34,0.04715991020202637,3675.0,3664.079211898717,-25561.159710541957,
35,0.05079102516174317,3695.0,3700.1590852514623,9936.307099337693,13996.11474827975
36,0.04810500144958496,3700.0,3728.654080793902,-10608.616526152653,4639.089124947754
37,0.054594993591308594,3709.0,3743.9554586595477,2357.688196149669,18064.772926657417
38,0.04423308372497559,3722.0,3735.2664998274427,838.5480036201113,2751.0768131185037
39,0.04806780815124512,3730.0,3688.5975796465996,-12170.084468427707,5258.613125598635
40,0.04801797866821289,3728.0,3692.094866042036,-70185.0828589663,5253.622896608324
41,0.05006718635559082,3730.0,3708.5743795099256,8041.895201445485,1191.9216754911386
42,0.04615998268127442,3739.0,3703.5489499594028,1286.1959522501993,-368.95115607807037
43,0.04461097717285156,3742.0,3691.010004762515,8094.835769599266,-2432.79408098499
44,0.04813098907470703,3742.0,3668.117240441317,-6503.604237568343,-4715.110107326932
45,0.020168066024780273,3742.0,3640.366217889759,992.422090566482,-6937.018199976806
46,0.051051855087280266,3454.0,3607.651551006727,-1059.2828106948512,-8304.622694120513
47,0.04771995544433594,3470.0,3569.27339507613,11518.400925390168,-9965.743084112359
48,0.04808712005615234,3393.0,3526.7728164934388,-115753.47191668766,-13238.411188521926
49,0.04767608642578125,3396.0,3480.8964685905935,111612.15169042855,-16150.049913354493
50,0.05291199684143066,3400.0,3433.083244518832,-9131.788032288392,-10154.887969508522
51,0.05225586891174317,3398.0,3385.7814986445314,72092.26087484263,-14630.333476685495
52,0.045531034469604485,3332.0,3339.9162146426875,6820.284483800248,-16236.723603247712
53,0.047187089920043945,3333.0,3296.545632376932,-26189.088206102166,-18337.73386970506
54,0.0498509407043457,3334.0,3255.201550216483,-15520.419688704917,-18882.514772158534
55,0.05086994171142578,3332.0,3217.8777950585377,-36627.790255964275,-18853.453431538197
56,0.04790401458740234,3331.0,3186.448703696307,10596.717332553839,-19189.103049531568
57,0.04798412322998047,3352.0,3160.8624104512896,-319394.9169724392,-19255.49341743791
58,0.04991579055786133,3361.0,3141.3125365296632,-10120.725054180848,-19473.818624044932
59,0.047237157821655266,3359.0,3127.487373250015,5161.276158832355,-19428.143864542828
60,0.046324968338012695,3360.0,3118.863086776163,9454.49013445463,-17707.54523834172
61,0.04558300971984863,2562.0,3115.5148360551675,4512.718956322167,-15977.278643018577
62,0.04863190650939941,2468.0,3117.2591649761257,572.1180615022414,-17385.137140467123
63,0.05066895484924317,2776.0,3123.803492798168,3212.6521958454055,-17069.914248694924
64,0.04821300506591797,2995.0,3134.938906711043,-4534.056025281656,-16104.533890252798
65,0.04859709739685058,3135.0,3149.82289090275,38751.057995788025,-16513.086462359086
66,0.04902195930480957,3228.0,3167.2543390598457,41028.50321610487,-17552.37366100879
67,0.049454927444458015,3294.0,3187.7049723226705,47233.57538369918,-18236.844538175614
68,0.05031013488769531,3327.0,3210.3571446076635,26487.342298197902,-14008.128027251068
